产品简称,当年收益%
沣杨旺德福,49.32
玉麒麟价值成长,49.29
星石11期,49.25
冰剑6号,49.23
从容成长8期,49.2
金中和西鼎,49.14
冰剑5号,49.05
招商汇智之凤翔1号,49.02
聚益2号,49
汇创稳健一号,46.13
博颐精选2期,48.86
云程泰增值,48.85
中欧瑞博6期,48.51
信复创值2号,48.41
国泰君安君享富利,48.41
博颐稳健1期,48.34
朱雀17期,48.26
国轩,48.13
朱雀精选,41.6
巨杉净值线8号,47.96
鼎锋5期,47.94
呈瑞6期,47.79
朱雀9期,47.77
沣杨锦绣,47.6
中金在线,47.58
天弓2号,47.56
混沌价值增长,47.39
飞天1号,47.37
锐进2期,47.35
融新74号(富恩德..,47.29
翼虎产业转型机会一..,47.28
朱雀合伙专项,47.08
朱雀3期,47.04
引玉1期,46.8
中金-云信私募工场..,46.75
中睿合银弈势1号对..,46.64
赋成量化1号,46.39
招商智远美丽中国,46.36
朱雀12期,47.45
招商汇智之天马领航,46.35
睿添富3号,46.34
自然道量化1期,46.31
鼎锋12期,46.19
和聚10期,46.09
上投摩根消费成长3..,46.07
明河优质企业,46.06
朴石7期,46.01
新价值4号,46
泽祥1号,45.99
黄金优选二期十号,45.91
鼎锋8期,45.83
翼虎成长2期,45.8
永瑞3号,45.61
投资精英之朱雀A,45.56
泰石1期,45.41
银石2期,45.28
朱雀19期,45.18
浙商金惠中证转型成..,45.12
朱雀4期,45.02
世富壹玖飞跃,44.84
国泰君安君享弘利二..,44.78
黄金优选二期一号,44.62
朱雀1期,44.62
睿添富2号,44.62
黄金优选17期5号,44.57
黄金优选17期6号,44.57
黄金优选二期三号,44.5
睿远和聚招享,44.47
东方红先锋1号,44.45
博道精选7期,44.44
朱雀2期,44.41
安蕴7期(盈峰成长..,44.57
汇富4号(汇利优选..,44.36
从容医疗精选,44.29
挺浩一期,44.21
黄金优选二期六号,44.04
黄金优选二期五号,44.02
朱雀新经济,44.01
黄金优选4期1号,43.94
信投鼎利2号,46.79
博颐精选3期,43.9
新价值成长一期A,43.89
黄金优选4期3号,43.85
得利宝至尊11号,43.8
金鼎1号,43.76
星石20期,43.76
浙商金惠2号,43.72
黄金优选二期九号,43.68
黄金优选二期七号,43.52
投资精英之云程泰A,43.35
黄金优选二期八号,43.28
中欧瑞博一期,43.28
黄金优选二期二号,43.26
山楂树一期基金,43.25
冰剑10号,43.24
海通私募稳赢2号第..,43.17
东源嘉盈3期,43.17
理成风景3号,43.07
星石21期,43.06
英蓝价值动量1号,42.91
道谊稳进,42.89
黄金优选4期2号,42.86
对冲精英之睿策四期..,42.82
智诚6期,42.8
黄金优选二期四号,42.79
嘉谟1号,42.71
云腾1期,42.68
博复达投资,42.57
汇信得3期,42.55
对冲精英之睿策,42.48
融裕22号,42.48
宇迪钱王山1号,42.42
深圳华融一号,42.39
瑞象丰年,42.26
星石19期,42.24
对冲精英之睿策二期,42.09
紫金港1号,42.01
新同方,41.98
金蕴52期(中欧瑞..,41.92
西藏隆源对冲1号,41.88
阿尔法量化对冲专户,41.88
朱雀5期,41.84
金百镕1期,41.83
龙腾9期,41.83
春天1号(上善御富..,41.57
穗富6号,41.54
朴道二期,41.45
鼎锋18期,41.43
信复创值3号,41.09
银河投资智富理财2,41.32
中金-云信私募工场..,41.25
上善御富2期,41.19
和聚7期之和聚专享..,41.15
飞天4号,41.12
峪源量化多策略资产,40.87
星石18期,40.86
尚道乾坤合伙基金,40.85
星石14期,40.75
朱雀1期,40.71
星石12期,40.64
融昌3期,40.54
从容优势7期,40.53
睿策诺亚对冲,40.53
永韵骐邦一号,40.51
对冲精英之睿策五期..,40.35
云程泰增值二期,40.08
太和先机策略精选3..,39.99
四相1期,39.96
承泽股票二号基金,39.95
星石15期,39.91
金石理财二期,39.82
对冲精英之睿策三期,39.79
新价值19期,39.79
天弓3号,39.74
投资精英之展博A,39.67
对冲精英之睿策六期..,39.66
鼎泰岩2期,39.62
鼎辉1号,39.39
黄金优选12期9号,39.33
投资精英之翼虎A,39.25
鼎利2号分组十九,39.22
金泉动量对冲基金,39.2
鼎萨资产1期,39.1
睿策3期,39.09
裕晋投资9期,39.09
汇信华安1号,39.09
明达2期,39.06
兆信1期,39.06
睿鉝量化对冲1期,39.03
昆仑时代1号,39.02
裕晋5期,38.95
明达6期,38.92
道谊量化增强1期,38.87
从容医疗2期,38.87
广发聚盛私募工场(..,38.86
睿策3期之睿策专享..,38.83
睿策3期之睿策专享..,38.82
齐鲁言起1号,38.79
中睿合银9期,38.74
国道量化基金一号,38.67
从容医疗3期,38.63
嘉实资本颂逸一期,38.62
星石9期,38.61
星石17期,38.59
泰瓴3期,38.56
悟空对冲量化三期,38.55
汇利优选9期,38.48
云程泰3期,38.47
光华上智1期,35.15
建信稳健增值1期,38.31
朴石1期,38.2
睿远汇利精选,38.16
泰瓴-泰九1期,38.12
峥战1期,38.02
智信创富2期,37.98
磐信1期,37.96
齐鲁金泰山2号(展..,37.95
睿策1期,37.93
美联融通1期,37.85
得利宝至尊8号,37.82
新价值5号,37.79
从容稳健1期,37.7
汇信-中欧瑞博1号,37.66
积胜1期,37.51
黄金优选12期4号,37.49
朱雀20期,37.39
新价值8号,37.37
从容5期,37.3
朱雀14期,37.29
金蕴55期(季胜),37.29
至尊6号六禾成长,37.27
睿策量化1期,37.22
黄金优选12期2号,37.19
黄金优选12期10..,37.18
东方红先锋3号,37.16
东方红先锋6号,37.11
翼虎成长1期,37.1
归富长乐1号,37.07
中金-云信私募工场..,37.04
融惠优选3期-2号..,37.01
神农长空集母基金,36.95
呈瑞2期,36.94
红棉1号优选,36.92
黄金优选12期1号,36.86
实力旗舰,36.84
鼎陶朱辉2期,36.76
智诚7期,36.68
黄金优选12期3号,36.65
铭渡优势成长1号,36.54
翼虎成长3期,36.47
尚雅8期,36.45
光华上智5期,36.44
呈瑞1期,36.43
中睿合银8期,36.36
黄金优选12期7号,36.33
合正普惠1期,36.23
先锋6号Ⅱ期,36.18
中卓军工7期,36.13
远策6期,36.07
国泰君安君享弘利,36.01
智诚8期基金,36
睿策2期,35.96
新价值16号,35.88
秋阳3期,35.47
信诺1号,35.35
尚雅7期,35.33
中睿吉祥管家10期,35.3
智博方略2期(续),35.3
建信稳健增值2期,35.27
厚道量化对冲1号,35.22
新价值10期,35.18
衍航1号,35.12
中卓大消费8期,35.1
汇信-景林1号,35.06
聚益3号,35.04
安信尊享成长,34.99
志禾对冲1号,34.97
鹏石硕1号,34.95
智信创富1期,34.94
联合成长1号,34.91
新价值12号,34.87
融新181号(贝塔..,34.8
双赢10期(淡水泉..,34.73
重阳目标尊享A期,34.7
信达创新大岩量化平..,34.7
lighthors..,34.7
银帆2期,34.68
银帆3期,34.68
彤源7号,34.62
德源安1号,34.53
先机策略精选,34.51
中睿合银7期,34.47
或然赋利1期,34.44
重阳目标回报1期,34.26
得利宝至尊10号,34.18
恒添新青年一号,34.02
睿信4期,33.91
陈志平波段1号,33.78
鼎锋16期,33.74
黄金优选12期5号,33.7
黄金优选12期8号,33.68
鸿道1期,33.61
中睿吉祥管家一期,33.51
新价值15期,33.51
渝信壹号,33.49
灏四方成长基金,33.48
中金-云信私募工场..,33.25
徐星投资,33.18
天马量化1期,33.18
鑫兰瑞二期,33.16
海洋之星1号,33.09
明达,33.07
前海一线对冲,33.04
成长组合(鸿道),33.03
鸿道精英1号,32.98
鼎锋海川一期,32.95
上善若水6期,32.89
浙商金惠1号,32.83
从容医疗1期,32.81
森瑞医疗服务,32.8
招商汇智之喜马拉雅,32.79
穿石品质生活,32.69
惠正成长,32.69
朱雀新趋势,32.5
融惠优选2期-1,32.44
金蕴66期(联创永..,32.44
金石2期,32.41
重阳对冲3号,32.31
鼎萨13期,32.13
鼎锋2期,32.07
论德2期,31.94
朱雀15期,31.85
中行TOT成长组合..,31.78
国泰君安君享民晟一..,31.73
君享重阳阿尔法对冲..,31.65
中行TOT成长组合..,31.64
否极泰,31.52
中睿合银二期,31.49
中睿合银15期,31.35
紫晶石(上信-T-..,31.34
金百镕5期,31.34
同瑞汇金1期,31.27
七彩祥云-传奇,31.25
博观1期,31.18
励石一号,31.16
知几投资灵活配置2..,31.12
金蕴70期(鼎萨),31.11
信任2号,29.85
双赢6期(涌金),31.01
麦星,30.98
博鸿成长1号,30.95
从容优势三期,30.93
新价值20期,30.92
盈峰量化1号,30.88
星石回报1期,30.87
上善若水3期,30.86
喜马拉雅1期,30.8
瑞森林,30.71
尚雅5期,30.7
金蕴87期(中金蓝..,26.69
鸿道2期,30.5
银河福星1号,30.43
睿信2期,30.38
六禾财富瓯越,30.27
天生桥A股投资基金..,30.24
创海富信5号,30.19
从容优势一期,30.18
培蓝壹号,30.11
从容成长3期,30.06
双赢12期(彤源),29.98
黄金优选12期6号,29.95
鼎萨价值精选1期,29.92
中金家族1号,29.7
双赢7期(星石),29.7
华展金丰财源广进1..,29.67
融裕33号六禾财富..,29.61
元普金牛2号,29.55
泛涵正元,29.48
尚雅3期,29.37
中卓大健康3期,29.31
天晟源1期,29.14
黄金优选二期十一号,29.13
瑞天5期,29.01
景林丰收,28.92
从容成长2期,28.84
神农1期,28.83
阿米巴成长1号,28.79
睿信5期,28.67
从容成长1期,28.63
东方港湾马拉松,28.58
玉麒麟5号,28.56
平安金牛一期,28.51
爱康1号(鼎锋11..,28.43
旭诚二期证券投资(..,28.37
宁聚满天星2期,28.37
安蕴10期(裕晋)..,28.26
朱雀二期B,28.23
盈捷九头鸟2期,28.22
创新广发一期,28.08
朱雀二期A,28.07
泓璞2号,28.07
巨柏1号,28.06
弘哲亿信言起1号,28
达仁通宝2期,27.95
远策5期,27.9
金蕴28期(神农春..,27.86
远策4期,27.83
金中和6期,27.7
久银金沙5号,27.63
六禾光辉岁月1期,27.63
富锦8号(尚雅),27.6
鼎泰岩1期,27.56
广金成长7期,27.4
瀚信成长4期,27.33
康曼德002号,27.31
鼎锋成长一期,27.28
睿源1号,27.26
黄金优选4期11号,27.24
鼎锋另类策略1期,27.24
高溪量化对冲1号,27.23
黄金优选4期12号,27
汇信-鑫富越2号,26.98
信投鼎利1号,25.92
瀚信成长5期,26.88
小马证券,26.83
上善御富风险缓冲2..,26.8
淡水泉成长九期,26.8
宝时正气1期,26.74
中国龙精选二,26.73
广发聚盛私募工场(..,26.71
嘉泰量化对冲1期,26.71
淡水泉成长四期,26.69
汇信-理臻1号,26.67
德汇稳健一号,26.62
双赢11期(鼎锋),26.53
融通资本汉景港湾1..,26.49
六禾财富竹溪,26.4
赋成量化3号,26.35
汇信-泓德1号,26.29
合德丰泰,26.27
前海旗隆量化分级,26.18
朴石3期,26.15
安州价值优选1号,26.11
尚雅14期,26.04
精英之星石A,26
融惠优选3期,25.97
融惠优选专享1期,25.94
鼎萨3期,25.93
富锦7号(汇利),25.83
品正理翔2期,25.77
冬泉谷对冲2号,25.72
鸿逸泰瑞一号,25.7
中金-云信私募工场..,25.68
穗富11号,25.63
玖逸一期,25.63
汇信华安2号,25.6
量化2号,25.55
优波基金,25.53
汇信-中欧瑞博2号,25.48
海中湾(齐鲁)3号,25.38
中域津和1期,25.29
丰煜如意理财一期,25.26
国投瑞僖稳健收益,25.2
汇利优选2期,25.17
华西神农复兴,25.13
开宝2期,25.07
凯丝投资成长一期,32.72
上善目标缓冲,24.86
汇利优选10期,24.84
枫景,24.82
鼎锋成长3期,24.72
汇利优选6期(富锦..,24.71
融裕瀚信成长10期,24.7
平安徐星1号,24.66
睿信,24.63
朴石2期,24.62
格雷一期,24.56
淡水泉精选1期,24.54
淡水泉成长六期,24.51
汉和资本1期,24.46
潼骁成长精选,24.45
尚雅2期,24.41
林园,24.39
尚雅4期,24.35
鸿道3期,24.29
武当稳健增长,24.28
淡水泉成长七期,24.27
睿信3期,24.19
悟空同创量化1期,24.13
中国龙精选(三),23.86
橙色量化1期,23.98
中国优质1号,23.95
黄金优选4期6号,23.89
徐星团队基金,23.81
鼎润1期,23.8
神农长空集基金,23.8
智诚3期,23.78
从容优势二期,23.76
天马一期,23.74
秋阳1期,23.67
双赢13期(鸿道),23.62
朴道一期,23.62
华夏未来领时对冲2..,23.56
悟空绿城对冲量化一..,23.52
淡水泉成长三期,23.51
云程泰(五期),23.46
时田丰一期,23.39
鼎锋成长一期B号,23.35
悟空东略量化对冲1..,23.34
远策1期,23.34
淡水泉专项,23.3
汇利5期,23.28
远策对冲1号,23.25
明达7期,23.24
桃花源共同量子1期,23.24
实力稳进,23.21
重阳8期,23.21
格雷二期,23.19
德骏核心1号,23.1
东方港湾1期,23.03
中信宏量2号,22.99
凡德对冲1号,22.97
淡水泉成长五期,22.96
太平洋红珊瑚大消费,22.96
美港基金,22.88
民森G号,22.86
鸿逸安泰二号基金,22.86
华鑫鑫财富智享3号,22.76
汇信-世诚1号,22.69
鼎锋成长陆家嘴财富..,22.68
林园3期,22.64
积极进取1号,22.57
淡水泉成长一期,22.53
民森B号,22.51
朴石5期,22.47
融惠优选3期-1号..,22.38
东来方元1号,22.37
林园2期,22.13
新价值2期,22.09
悟空对冲量化2期,22.07
明达3期,22.06
紫晶石(T-020..,22.06
理成转子5号,21.99
景泰复利回报五期,21.97
博纳1期,21.89
睿远鸿道5期,21.85
中金对冲9号,21.8
聚益1号,21.8
重阳对冲2号,21.79
恒信盈创成长六期,21.79
民森E号,21.75
德源安1期,21.74
投资精英之景林A,21.61
金瀛2期,21.59
鼎萨1期,21.55
煜融兔子1号,21.51
远策11期,21.49
联合成长2号,21.48
量化3号,21.47
健康精选基金,21.46
天倚道樟鄂1号,21.4
浦来德天天开心对冲..,21.33
沃胜二期,21.31
大包巷1号,21.3
永泽PIPE基金1..,21.22
万利富达,21.2
少数派新三板尊享1..,21.2
游消费板块(上信-..,21.19
远策9期,21.13
创势翔盛世,21.08
泰达鼎晟2期(业绩..,21.01
彤源5号,20.98
宽远价值成长,20.96
中国龙平衡,20.95
融惠优选1期2号,20.92
理成风景7号,20.91
明达4期,20.91
沃胜5期,20.91
至尊宝,20.85
东源1期,20.82
中金-云信私募工场..,20.82
民森A号,20.77
汇利优选,20.68
黄金优选7期1号,20.68
国泰君安君享对冲一..,20.65
投资精英之汇利A,20.64
锐进12期鼎萨,20.64
瀚信稳健1期,20.64
淡水泉2008,20.63
汇利3期,20.54
尚雅1期,20.5
金泰瑞丰(乾清),20.5
珺容一期,20.47
睿利东方3号,20.4
天勤3号,20.4
湘禾一号基金,20.27
德源安风险缓冲1期,20.2
鼎锋10期,20.17
合赢2期,20.14
领新安盈5号,20.12
成都君海,20.1
黄金优选15期1号,20.08
鸿道4期,20.03
双赢8期(尚雅),19.97
精英之淡水泉A,19.91
金诚一号,19.9
景泰复利回报4期,19.88
证研一期,19.87
辰阳乾丰3号,19.85
融惠优选2期-4,19.78
鸿逸楚天一号,19.77
黄金优选1期11号,19.75
黄金优选1期16号,19.74
睿远鼎诺1期,19.71
黄金优选1期3号,19.7
新价值11号,19.7
黄金优选7期8号,19.69
黄金优选1期8号,19.68
黄金优选1期18号,19.68
智德精选3期,19.68
博润价值成长,19.67
黄金优选1期10号,19.64
黄金优选1期9号,19.63
景泰复利回报二期,19.63
红树林昂立,19.6
淡水泉专项2期,19.59
黄金优选1期17号,19.57
黄金优选1期2号,19.57
黄金优选1期15号,19.56
彤源6号,19.56
中域增值1期,19.53
金狮152号,19.52
黄金优选1期5号,19.52
黄金优选1期1号,19.46
黄金优选1期6号,19.45
冠俊3号(成长策略..,19.38
卓越1号,19.35
保银量化石榴,19.34
德汇成长1期,19.34
黄金优选1期4号,19.32
重阳1期,19.3
汇富3号(远策),19.26
智德持续增长,19.19
康曼德001号,19.16
汇信-泓德7号,19.13
睿金1号,19.12
睿金2号,19.11
新价值1期,19.07
知几投资灵活配置1..,19.04
武当7号,18.94
景林稳健,18.87
红宝石(上信-E-..,18.85
沃胜三期,18.83
金狮141号,18.83
民森F号,18.82
小马1期,18.66
壹财富源和一期,18.62
能宏1期,18.56
智德1期,18.47
黄金优选7期2号,18.37
金狮153号,18.35
国泰君安君享对冲二..,18.34
汇信-泓德3号,18.32
黄金优选1期12号,18.29
淡水泉成长十期A,18.28
淡水泉成长十期B,18.28
淡水泉成长十期I,18.28
瀚信成长1期,18.28
重阳对冲1号,18.24
泰达鼎晟1期,18.22
景泰复利回报1期,18.18
创海富信1号,18.14
淡水泉卓越1期,18.01
榕树文明复兴二期,18
远策3期,17.99
广金成长3期,17.98
美红1号,17.97
久阳5期,17.96
金狮160号,17.74
重阳6期,17.42
景泰复利回报一期,17.39
长安投资127号(..,17.38
尚雅12期,17.32
以太量化1号基金,17.3
黄金优选1期7号,17.24
彩瑞3期,17.18
国道量化基金二号,17.15
国泰君安君享盈信2..,17.11
隐形冠军一期,17.01
乾信中国影响力,16.92
双赢5期(民森),16.9
鼎锋4号,16.81
融惠优选3期-3号..,16.81
金苏投资远望2号,16.8
汇信-泓德4号,16.79
陆宝点金精选,16.78
隐形冠军3期,16.75
润晖稳健增值,16.7
重阳2期,16.69
德丰华1期,16.68
远策7期,16.56
智诚5期,16.52
智德二期,16.47
图原精选1期,16.46
奕金安一期,16.43
榕树文明复兴,16.38
武当8号,16.33
理成转子7号,16.3
和禄1号,16.23
沃胜1期,16.21
明华新兴成长,16.18
穗富8号,16.16
辰龙二期,16.1
苦行僧一号,16.1
中金对冲6号,16.06
瀚信成长2期,16.02
长安投资285号(..,16
金海5号,15.88
量华1号,15.86
金中和东升,15.74
汇鑫01号,15.66
金中和1期,15.58
睿远涌峰1期,15.5
黄金优选7期3号,15.5
盛世源,15.36
平安证大一期,15.27
万丰友方稳健成长2..,15.27
理成风景8号,15.25
信璞硬资产,15.24
慧安10期,15.13
东北证券融通一期,14.94
睿远景林1期,14.88
泽元元利证券投资基..,14.79
大成基金灵活配置,14.71
金海2号,14.7
景泰复利回报银信宝..,14.62
蓝之舰2期(远见),14.55
新价值,14.45
金海7号,14.43
明达精选A号,14.34
汇信-泓德5号,14.3
论德1期,14.3
东方红先锋2号,14.21
银河投资智富理财1..,14.19
盈融达量化对冲进取..,14.18
盈丰康伦1期,14.16
立华价值3期,14.06
天乙1期,13.9
广金成长6期,13.73
沈阳天马时代二期,-1.93
常春藤稳健成长,13.57
合正普惠1期,13.51
长安投资266号,13.47
彤源2号,13.46
中金对冲10号,13.4
睿智共赢,13.26
睿星财富1号,13.24
愚公移山1号,13.13
彤源3号,13.1
汇信-金百合2号,13.02
睿远重阳,12.98
智诚4期,12.92
藏宝图基金1号,12.91
光大资产权益类B,12.91
鑫富越1号,12.9
金蕴23期(沛然数..,9.4
智德精选,12.81
富鹏2期(德源安战..,12.8
锐集一号,12.75
远策2期,12.68
清水源4号,12.67
慧安1号,12.65
睿金12号第二期(..,12.65
武当13期,12.62
金狮154号,12.51
理成转子4号,12.5
谷晟一期,12.49
武当12期,12.48
汇信-泓德6号,12.46
资富精鉴基金,12.44
黄金优选10期3号,12.44
凯石三期A,12.38
金中和灵猫1号,12.34
箫峰飞龙二号,12.3
金海8号,12.26
盈峰梧桐量化对冲基..,12.24
神农五福,12.13
尚雅11期,12.1
睿信成长1期,12.09
中金-云信私募工场..,12.07
投资精英之重阳A,12.01
中国龙增长,11.96
尚雅16期,11.88
睿远景泰复利回报第..,11.74
鹏诚二期,11.72
清水源成长,11.64
睿信1期,11.63
玖阳一号,11.6
开宝1期,11.51
金蕴57期(博润视..,11.4
国泰君安君享新利六..,11.4
长江超越理财量化2..,11.31
武当5期,11.18
瀚信稳健2期,11.06
瀚信一号A,11
旗隆阿尔法对冲科技..,10.99
恩瑞索1期,10.98
武当4期,10.96
信投鼎利13号,3.5
清研睿合价值成长基..,10.85
中卓大健康5期,10.85
智德精选5期,10.75
合美成长私募证券,10.74
融惠5期(浦来德2..,10.66
融昌蓝宝石基金,10.63
世富壹玖创新,10.62
武当1期,10.59
金蕴50期(海润达..,10.5
长安投资293号(..,10.48
