产品简称,当年收益%
华润信托昀沣4号集合资金信托计划,16.15
蓝海一号,189.7503
国创基金,139.6396
华侨壹期8号,96.53
上元1号,94.9435
凡得幸福战略并购,85.7138
华侨壹期9号,61.1
金田龙盛,60.9473
杜兹三号,59.2921
鑫增长1号,56.2215
富恒精选一号,54.6429
千波小盘1号,49.5241
私募学院菁英88号,49.4379
九坤量化混合私募1号,47.1167
证大久盈旗舰5号,45.4463
晟维价值,45.3
青鼎赤兔马1号,45.2604
潼骁成长精选三期,45.12
聚睿2号,45
卓汇财富3号,43.3667
证大久盈金衍1号,43.0341
国投大盈一号,42.0792
世纪方略君鼎1号,41.2743
赋成瑞翔量化10号,38
钰淞(精选一期),36.5183
贤华一期,35.8
德汇投资精选择2期,35.6757
华霖进取一号,35.3837
英卓量化期旺精选,35.0781
稳健增长,34.2703
宁聚满天星,34.2474
双头鹰伍号,34.0383
梦真一号,33.2569
弘尚资产灵活配置,32.6371
新湖赋成量化11号,32.6
巴克夏月月利1号,32.0803
格雷成长3号,31.81
金诚立达海中湾8号,31.5354
福建至诚滚雪球一号,31.3
艺蓝一期,31.2731
飞旋成长五期,30.6637
天创水电主题,30.4138
英大安之衡15号,30.3464
九铭恒升,30.3097
光大兴富进取5期第1期,30.0921
道亨成长1号,29.9
暖流叶山股票1号,29.7845
景石二期,29.7774
融鑫5号,29.1919
祥和1号,29.1576
旭诺成长对冲3号,29.1
乾图价值趋势1号,28.7681
伯洋六期,28.5219
瀚木资产瀚木一号,27.683
尚诚壹品瑞雪精选1号,27.4747
三智天鸿二号,27.1066
逸杉2期,27.099
智博方略2期(续),27.0402
国贸映雪2号,27
汇创稳健1号,26.6433
海中湾(齐鲁)3号,26.6005
默驰对冲1号,26.155
佳友1号,26.0351
私募学院菁英35号,26.02
钰融一期,25.9615
福建滚雪球千里马1号,25.8
润樽沪港通,25.7009
添华1号,25.69
波若精选1期,25.3731
兆顺一号,25.2941
隆昇一号,25.1693
达仁卓越2号,24.8732
泽元朴厚专享1号,24.6632
量道开普勒1号,24.1551
九旭1号,24.0953
睿洪一号,24.04
弘尚资产耕耘中国A,24.0187
钜垣投资健康中国一号,23.8938
海中湾(中信)基金1号,23.5198
金中和西鼎,23.4332
江阴睿信主题成长1期,23.3424
中国梦二期,23.3135
优扬1号,23.12
信达量睿恒量化绝对收益1号,22.8905
国盛祥隆1号,22.8846
盈阳十九号,22.7447
华银领先十六期,22.7
江阴睿信主题成长2期,22.5355
潮金创投1号,22.5197
星壤1号,22.1
高禾成长一号,22.0307
小市值精选策略一期,21.9444
欣筠和一期,21.8876
鲸象稳健1号,21.8313
永升致远1期,21.34
德汇成长2期,21.3027
邦得2号,21.3
东方点赞,21.1728
圣盾成长1号,21.11
东方港湾价值投资2号,20.9512
金楠聚富1期,20.7317
启创一号,20.7207
感恩在线成长,20.5674
福建滚雪球32号,20.4259
尚谦1号,20.2
君范跨境套利1号,20.1508
盛冠达股票量化1号,20
映雪百丈冰1号,19.9285
新阳壹号,19.91
志开慧泉,19.88
复利价值,19.7039
默名融智阳光12期,19.67
卓泰2号基金,19.5396
福建滚雪球33号,19.2643
海顺交易宝一号,19.2
东旺进取,19.1581
