产品简称,当年收益%
天成壹号,329.5942
雨山寻牛1号,250.4065
冬拓三号,245
优波基金,190.2832
天谷价值精选一号,173.8858
喜马拉雅基金,163.6578
川行主观1号,161.3784
天谷至诚1号,152.52
希瓦小牛3号,142.0707
否极泰,141.7171
高合稳进2号,139.5683
天谷至诚2号,139.42
红林菁英212号,138.4861
希瓦小牛5号,133.1672
希瓦小牛1号,129.9331
湘军彭大帅6号,129.6535
天谷深度价值一号,128.6307
美港基金,127.3857
璟恒五期,125.7582
长江基金,122.0649
冠丰糖糖1号,118.6865
新湖祎海恒航一期,110.5366
成泉汇涌一期,108.3621
红亨稳赢一期,107.3621
私募工场天猊2号,106.5502
冠源一号,106.5
高合稳进1号,105.9036
鎏金1号,102.4236
谦颐稳健防御1号,97.315
上元3号,97.0484
卓凯二号,96.6435
予曦一号,96.3
惜缘1期,92.1861
涌津涌鑫3号,91.8478
腾龙一号,91.6198
上元1号,91.1749
中汇金凯8期,89.8483
东方点赞,87.2945
涌津涌赢8号,86.7115
鼎晟投资1号,86.4974
匀丰量化进取,85.5472
涌津涌鑫6号,84.0474
涌津涌赢2号,83.9468
紫金港6号灵活策略,81.7839
佑蓝顺世,80.6122
优波喜马拉雅2号,78.9989
上元2号,78.5531
中都一号,75.9476
紫金港7号灵活策略,75.8713
汇杉稳健成长1号,75.3
涌津涌鑫4号,74.9559
大禾投资掘金5号,74.8571
善从骏富丰华一号,74.2457
中国价值线一号,73.2039
成泉汇涌二期,71.2716
天琪沣泛黄埔三期3号,70.1
中金银海凤凰一号,70.0108
贝莱德前海,69.1597
奕歌元晟,69.1309
圆盛积极成长2号,69
大禾投资掘金1号,68.5098
泽时二号,68.3716
卓凯一号,68.1232
泽升优选成长1期,67.8425
中国价值线二号,67.6772
望正基石投资一号,67.6043
涌津博学稳进,66.9298
星台1号,66.8063
私募工场荔慎稳健成长一号,66.5882
沃蓝一期,66.3985
成恩三号,66.3039
中金银海稳健增长,66.3001
卓铸卓越1号,66.1032
湘军彭大帅4号,65.9638
上河2号,65.8487
进化论复合策略一号,65.3542
望正精英鹏辉2号,64.8611
少数派102号,64.3716
久铭3号,64.3143
成泉风险缓冲1期,64.3101
丰源正鑫正鑫一号,64.125
涌津涌赢4号,63.6289
万顺通二号,63.1118
止于至善,62.7878
盈阳二十二号,62.7767
东方点赞5号,62.6979
湘军彭大帅5号,62.1429
万顺通一号,61.6179
复胜正能量一期,61.426
河床相聚港股通精选,61.2174
成泉2期,61.0756
财掌柜种子基金一号,60.6248
涌津涌赢6号,60.4858
涌津博学稳健,59.9842
刺猬1号,59.8843
私募学院菁英135号,59.8761
天迪平稳增长2号,59.83
锐进29号景林多元策略,59.7051
万象汇富八号,59.4286
涌津涌赢1号,59.375
久铭稳利2号,59.0365
望正精英浩然1号,58.9109
卓凯一号1期,58.4421
金连接滚雪球12号,58.4127
成恩五号,58.337
天迪平稳增长3号,58.18
成泉风险缓冲3期,57.4694
泽嘉丰盈1期,57.1596
涌津涌鑫5号,57.1556
证研宝,56.6537
诚朴息壤一号,56.6501
偕沣稳健一号,56.4787
朴信创新1号,56.2657
福建滚雪球融晨1号,56.1937
陶朱稳健增长一号,55.84
蓝海战略一号,55.3244
嘉禾三号,55.1834
泽升优选成长2期,55.1631
证研稳健一号,54.9555
林园投资2号,54.84
少数派26号,54.7907
林园投资1号,54.7
乾和资产纵横二号,54.6983
菁英290号,54.6506
科闻志远一号,54.4837
嘉恳天启1号,54.2579
滚雪球1号基金,54.2563
广汇缘3号,54.1468
嘉禾一号,54.1292
久铭2号,53.9553
证大久盈旗舰5号,53.8119
今港优选,53.7248
涌津涌赢7号,53.6066
达理1号,53.522
长金4号,52.9001
共泰投资1号,52.62
嘉禾二号,52.5459
高信百诺1期,52.5064
青榕中华,52.5
阿甘1号,52.3595
智诚7期,52.3484
利得汉景1期,52.3198
马拉松全球,52.2901
潮金丰2号,52.1276
福建滚雪球千里马1号,51.633
仁灏开元,51.2232
鹏辉1号,51.2035
证研3号,50.7281
藏宝图福州1号,50.7051
金钥匙东方港湾港股通2号,50.5495
相聚上善一期,50.4354
景林优选2号,50.4095
金钥匙东方港湾港股通1号,50.1319
同犇尊享2号,49.945
藏宝图永州1号,49.9158
新方程望正精英鹏辉,49.5699
滚雪球西湖2号,49.4382
同犇智慧1号,49.3818
巴富罗精选,49.1844
滚雪球一号,48.8172
泾溪佳盈3号,48.8121
千合紫荆1号,48.7457
东方鼎泰2期,48.7236
锦水源一期,48.3974
九霄稳健成长二号,48.3016
聚发(11)混沌1号,48.2555
景林全球基金,48.0819
滚雪球西湖1号,48
中汇金凯4期,47.9436
景林稳健,47.8446
景林精选2号,47.77
少数派105号,47.6
滚雪球2号,47.5036
虎贲开元一号,47.4909
河床创新成长,47.4569
滚雪球价值精选,47.4549
晓峰1号睿远,47.4509
高毅利伟精选唯实,47.3199
同犇尊享1号,47.2904
金蕴12期,47.1069
恒丰一号,46.9325
滚雪球3号,46.6818
高信百诺价值成长,46.5824
信缘一期,46.5
景林全球专享子1号,46.4857
晟维成长,46.4684
金辇圆盛积极成长,46.4597
少数派24号,46.4491
滚雪球四方稳盈1号,46.2167
广汇缘5号,46.1226
鸿夫一号,46.0201
私募工场亚洲价值长线回报,45.6816
智祥一号,45.6522
长牛分析1号,45.6175
今港成长1号,45.5976
中国价值线三号,45.4843
少数派29号,45.4813
融亨一号,45.3527
朴信3号,45.3371
德汇成长1期,45.2584
汉景港湾4号,45.181
广汇缘1号,44.9562
长金9号,44.9035
和盛丰悦1号,44.8826
隆昇一号,44.8805
紫荆怒放,44.8592
新富福建滚雪球1号,44.8101
长江汉景港湾1号,44.7872
和赢核心1期,44.6682
添益一号,44.6394
东方新经济先锋1号,44.5958
凤翔多利,44.4293
同犇6期,44.3778
晟维汇智,44.0123
福建滚雪球同驰2号,43.9495
福建滚雪球9号,43.5897
望正精英永欢1号,43.5651
证研六期,43.4421
同犇财通5期,43.4395
东方医疗健康优选,43.2631
086号,43.2195
087号,43.2164
051号,43.2095
厦门盛世汇金1期,43.1605
坚实1号,43.1452
福建滚雪球8号,43.0876
思悦1号,43.0603
望正精英永欢一号,42.9782
高毅庆瑞6号,42.8873
炜博领航,42.862
晟维价值,42.8269
龙赢增值1期,42.803
农信合作专户,42.74
汉景港湾3号,42.7249
海通拓商一号,42.6004
凤翔长盈,42.5772
玖巴一号,42.4876
私募工场静远轩,42.4694
浙商汉景港湾1号,42.4351
千帆二期,42.3596
马拉松一号,42.2613
挚盟资本私募学院菁英189号,42.0634
源乐晟3期(富锦21号),42.0463
进化论稳进一号,42.0449
源乐晟10期,42.0361
神农老院子基金,41.9656
私募学院菁英35号(价值套利稳健型一号),41.7638
同犇2期,41.706
东方先进制造优选,41.6807
证大久盈稳健5号,41.5339
小市值精选二期,41.4114
东方消费服务优选,41.2712
同犇1期,41.2523
证研五期,41.1063
康曼德定增1号,41.0837
少数派101号,41.081
奕金安一期,41.0628
乾和资产纵横一号,41.0604
源乐晟4期,41
银国达润平,40.9774
涌津涌赢3号,40.9722
瑞民策略精选五号,40.8333
宽远沪港深精选,40.7482
蓝筹2期,40.7477
中汇金凯5期,40.6862
挚盟量化二号,40.6722
榕树文明复兴三期,40.6265
温瑞福4号,40.5759
福建滚雪球33号,40.5741
庐雍精选成长3号,40.5222
东方港湾马拉松二号,40.4494
长河畅达稳健1号,40.4085
少数派19号,40.3455
上河3号,40.33
智诚19期,40.3248
鼎萨1期,40.2799
源乐晟12期,40.2419
招商汇智之好时光,40.1663
源乐晟双诚二号,40.0523
睿渠稳赢1号,39.9637
金广鑫1号,39.8329
华银精选五期,39.7935
拓商1号,39.7609
艾美谷成长,39.7554
润樽沪港通,39.6932
长金银信宝6期,39.672
潮金丰1号,39.6053
金石管理型基金,39.307
源乐晟2期,39.2211
私募学院菁英171号,39.1882
宽远价值成长二期,39.1232
高毅邻山1号远望,39.1165
榕树陈氏,38.9613
抱朴一号,38.9351
千石资本滚雪球1号,38.8789
智道价值成长1号,38.8715
源乐晟11期,38.7963
东方港湾创业成长,38.5852
东方港湾03号,38.5387
紫金港8号,38.5266
智诚金牛,38.5079
睿洪一号,38.4665
少数派7号,38.4226
招商汇智之凤翔1号,38.408
东方鼎泰三期,38.3957
长金7号,38.3032
恒泰辰丰港湾1期,38.1876
英创本安1号,38.187
国泓稳健1期,38.1257
富承高息基金1号,38.0767
乐晟股票精选,38.0042
厚德致远价值(一期),37.988
锐进25期盈信瑞峰股票多空尊享系列,37.9841
少数派17号,37.9544
镛泉资产和鑫1号,37.8384
源乐晟6期,37.7909
诺亚专享1号,37.7133
滚雪球1号,37.6412
证大天迪全价值对冲一号,37.6323
实力稳进,37.59
久铭稳健1号,37.5826
源乐晟7期,37.5525
蓝筹1期,37.5226
温瑞福菁英,37.5208
鸿道4期,37.3958
红奶酪,37.3399
同犇9期,37.3116
天驷一号,37.2864
弘石成长1号,37.2225
德丰华1期,37.1733
奕金安2期,37.1538
少数派10号,37.1475
鹏石硕1号,37.1123
同犇3期,37.0788
福建滚雪球31号,37.0709
大鹏湾财富三期,37.0037
91金融东方港湾价值1号,36.8877
长金银信宝2期,36.8052
执耳医药,36.7218
益和源1号,36.6197
新思哲成长基金,36.612
东方医疗平衡1期,36.593
华辉菁英176号,36.5834
东方港湾2号,36.5521
相生五号,36.5079
斯同1号,36.4831
少数派求是1号,36.4603
太极1号基金,36.4326
源乐晟5期,36.4004
少数派大浪淘金18号,36.3732
守正笃行一期,36.3263
博致二期,36.2682
新思哲多策略3期,36.1914
沣盈金砖三期,36.1573
汉和资本3期,36.1167
凯顺2012,36.0196
融裕9号奕金安3期,36.0157
宽远价值成长三期,35.9946
少数派9号,35.9902
中汇金凯三期,35.9893
价值3期,35.9615
少数派12号,35.8615
朴信成长2号,35.8491
实力旗舰,35.7594
麦田春雷一号,35.7547
嘉耀滚雪球1号,35.6816
炜博中略1号,35.6373
根鸟一期,35.6337
财智生活启航一期,35.4713
卓晔1号,35.4396
私募工场沐海,35.4027
石锋资产笃行一号,35.3707
辰景港湾1号,35.3698
易凡7号,35.3555
恒天泰旸一期,35.2813
榕树澄源,35.2718
福建滚雪球32号,35.1922
景林丰收,35.1465
景林精选1号,35.0242
秦商智选一号,35.0086
私募工场安永一号,34.9259
璟恒一期,34.9024
福建至诚滚雪球一号,34.8381
同犇8期,34.7876
曦微成长2期,34.6598
滚雪球赢智一号,34.6574
相生3号,34.6405
林园,34.5648
榕树一期,34.4689
进化论稳进二号,34.4639
金蕴16期,34.4164
浑元三号,34.3501
少数派8号,34.3195
仙童1期(海南成长二期),34.2818
晟世2号,34.2303
彤源2号,34.2212
飞旋成长五期,34.2075
滚雪球赢智二号,34.1985
融通汉景港湾1号,34.1795
望正鹏辉,34.0656
滚雪球价值精选01号,33.9381
长金2号,33.8329
赛亚成长1号,33.7362
睿华一号,33.7313
前海发现1号,33.7295
汉和1期,33.6695
混沌价值二号,33.574
金太阳高毅国鹭1号崇远,33.5048
至璞新以恒,33.5047
少数派21号,33.4921
汉景港湾投360一号,33.4668
盈冠东方汉景1号,33.4528
泓涞1号,33.4356
鹏华源乐晟1期,33.3857
源沣进取2号,33.3729
汉和恒聚,33.3003
耕耘资产管理,33.2827
金石1期,33.227
铭远丝绸之路,33.188
兰权稳进1期,33.1643
榕树文明复兴,33.1094
汉和2期,33.0985
私募工场肥尾价值一号,33.0508
金新东方红1号,33.0491
新同方丰实1号,33.0275
大鹏湾财富四期,33.0247
新方程相聚精选,33.004
中道汇承一期,32.9904
景泰复利回报第十二期,32.951
汉景港湾2号,32.9227
安信乾盛望正鹏辉4期,32.8859
汉和恒聚2期,32.8699
少数派23号,32.8622
万利富达,32.8462
新思哲1期,32.8393
欣筠和一期,32.8288
金砖悦力,32.69
榕树文明复兴二期,32.6419
智德1期,32.5845
晟世6号,32.5557
证大久盈旗舰1号,32.5464
远望角投资1期,32.4248
私募学院菁英24号,32.4199
金砖资本7号,32.4
广发银来汉景港湾1号,32.3498
银国达佛山2号,32.294
好德顺灵活3号,32.2087
鼎萨价值成长基金,32.1644
石锋资产厚积一号,32.1642
源乐晟全球精选基金,32.1533
滚雪球价值精选2号,32.1429
汉和5期,32.1
太平洋麦哲伦18号资产管理计划,32.0974
炽发顺势,32.0351
辉耀1期,32.0139
丰岭远航母基金,31.9863
源乐晟中晟,31.9584
源乐晟策略创新1期,31.9448
源乐晟恒晟,31.9165
金砖资本5号,31.9
久铭1号,31.8964
远澜红松,31.8681
亚洲价值长线回报,31.8567
滚雪球2号,31.8488
细水菩提,31.8027
宝蓁二号,31.7923
最具巴菲特潜力500倍基金12期,31.7293
玖鹏玖新尊享1号,31.7025
光大兴富进取5期第1期,31.5128
磐耀三期,31.4962
高信百诺新兴成长,31.4526
恒天清和泉一期,31.39
宽奇平衡稳健一号,31.377
华辉价值星十号,31.2617
至乐1号,31.2513
财富(绿宝石)二期,31.1819
朝阳50超预期1号,31.1307
清和泉优选1期,31.0394
朴信2号,31.0388
华辉价值星一号,30.9074
高傅汉景港湾1号,30.8996
源乐晟9期,30.8854
泽元元利,30.8844
德胜量化对冲,30.7896
价值套利稳健型二号(定价分红),30.7428
万利富达德盛1期,30.7116
东方港湾1期,30.686
东兴港湾1号,30.6698
沣沛1号,30.644
广金成长3期,30.5934
以太投资价值1号,30.5681
玖鹏玖新尊享5号,30.4985
景林丰收2号,30.4859
辉耀2期,30.4465
兴聚财富8号,30.3855
通和富享一期,30.3777
凯顺星成长,30.3717
汇创稳健1号,30.3081
睿兹1号,30.3063
源乐晟8期,30.2787
吉富天泽5号,30.2538
昶元1号,30.2488
银国达佛山1号,30.1942
智德精选3期,30.1639
瑞盈财富1号,30.1619
锐进5期源乐晟全球成长,30.0338
清和泉金牛山2期,30.0334
088号,30.0312
凯撒相聚1期,30.0254
小牛鸿志6号,30.0181
凯丰藏钰进取型,30.0094
证大量化稳健2号,30.001
同庆2期,29.9781
龙全2号,29.9199
054号,29.8061
德汇精选,29.7515
金塔精选一号,29.7372
泰和长兴1期,29.7324
景泰复利回报1期,29.653
投资生活联盟一号,29.6
汇谷舒心1号,29.5045
量易对冲三号,29.4416
东方鼎泰1期,29.4395
睿洪二号,29.42
智德持续增长,29.4137
拾贝投资5号,29.3657
和琪同益一期,29.3365
天迪价值,29.3274
康曼德101号,29.2789
倚天雅莉4号,29.2664
富承成长基金1号,29.2506
康曼德107号,29.1707
景泰复利回报银信宝一期,29.0772
辉耀3期,29.0405
天牧安心1号,29.0387
证大久盈旗舰101号,29.0112
智德二期,28.9896
创盈6号,28.8102
源和稳健成长1号,28.7748
少数派16号,28.7712
沣麟稳利1号,28.7712
小牛鸿志1号,28.7572
肇熙长阳1号,28.6772
隆昇二号,28.6015
泽元元泰,28.589
安晟,28.509
磐久价值一期,28.5024
康恩希尔海外配置八号,28.5
征和瑞森价值,28.4985
永升致远1期,28.483
榕树文明复兴六期,28.4445
辉毅5号,28.4148
德毅梦想,28.4086
久期纯股1号,28.4069
沣京成长精选二期,28.3904
兴富恒升5号,28.3585
桔坡价值优选1期,28.34
金狮155号,28.3228
景泰复利回报五期,28.2851
锐进系列淡水泉精选二期,28.2623
紫金港3号,28.2579
橙奶酪价值发现1号,28.2
明达,28.178
锐进58期源乐晟,28.1765
天弓2号,28.1644
卓汇财富3号,28.1383
辰月价值精选1号,28.1182
感叹号管理型6期,28.1165
萍聚投资恒昇一期,28.1076
证大新视野,28.0164
易必1号,28
果实丰岭1号,27.9486
私募工场朴信起航一号,27.921
八阳6号,27.9157
领星拾贝,27.8969
华辉价值星十一号,27.82
博致一期,27.7778
领路金稳盈1号,27.7555
淡水泉专项2期,27.7338
鹏华资产搏股通金45号(源乐晟)一期,27.6923
彤源5号,27.678
宽远优势成长3号,27.5938
尚雅9期,27.567
恒立7号,27.4974
创世2号,27.4924
郡雍希宝一号,27.4724
能信1号,27.451
少数派5号,27.4457
泰旸创新成长2号,27.41
展麟3号,27.3869
明达4期,27.2757
志开慧泉,27.2727
长江稳健,27.252
智德精选,27.203
景泰复利回报二期,27.1611
智德精选5期,27.1531
齐家科技先锋,27.1338
丰岭稳健成长1期,27.0934
汇创三期,27.0826
博润价值成长,26.9983
紫金港1号,26.9807
私募工场翙鹏中国竞争力一号,26.9565
淡水泉精选1期,26.8251
昀启稳健成长,26.743
宽远优势成长1号,26.7364
林园2期,26.7249
玖鹏积极成长2号,26.7
神农安享1号,26.6959
淡水泉成长六期,26.6692
上河基金,26.6643
坤德永盛1期,26.6549
家族财富传承长期复利增长一期,26.6398
紫晶一号,26.611
源沣进取1号,26.5803
田禾一号,26.56
东方港湾价值投资2号,26.4404
睿策诺亚对冲,26.3775
新智达成长一号,26.3719
华辉价值星八号,26.3559
海之源价值增长,26.3474
银国达天河1号,26.3425
丰图一号,26.3251
宽远优势成长2号,26.3208
睿策2期,26.2893
牧容进取6号,26.2341
中欧盛世泰旸精选2号,26.2332
六禾嘉睿1号,26.2326
鸿道国企改革,26.2089
淡水泉成长三期,26.1841
观富丰穰1号,26.1336
林园3期,26.132
兴聚财富1号,26.1048
明日璞远,26.1029
子青1期,26.0924
星纪月月盈,26.0732
明河价值一期,26.0114
乾道慧鑫1号,26
丰岭稳健成长8期,25.9527
宽远价值成长五期1号,25.9294
米答资产管理一号,25.9044
紫金港5号,25.8901
珺墀价值甄选,25.8427
朱雀13期,25.8105
君泽利1号,25.7934
淡水泉成长五期,25.7782
汇利优选,25.7612
宏莱价值进取一号,25.7576
锐进40期兆天,25.7527
宽远价值成长九期,25.7485
泽堃港股通一号,25.7396
恒江一号,25.6983
明河成长2号,25.6708
泓澄沪港深,25.6702
东方既白,25.6611
淡水泉2008,25.655
明河优质企业,25.6436
汇利优选10期,25.6217
征金资本股票优选二期,25.5999
观富丰悦,25.5495
福建滚雪球11号倍增,25.5487
中兴汇金1期,25.5444
双牛私募基金,25.5411
淡水泉成长七期,25.4961
大明投资2号,25.4902
明达3期,25.4525
长青藤2期,25.398
稳健成长3号,25.3346
前锋基石1号,25.3333
长青藤价值成长1号,25.2953
同威3期,25.2737
老布资本私募投资基金,25.2679
幻方大盘精选,25.2485
一村东临石,25.24
益盟财富1期,25.1729
实力终极复利机器,25.1694
睿策量化2期,25.1214
睿策1期,25.1102
博致三期,25.0985
麦肯特财富,25.0026
淡水泉成长九期,24.9842
龙全进取1期,24.9782
淡水泉专项3期,24.8973
赤子之心成长,24.8407
珩生晶盈二期,24.8219
磐石3期,24.8
金砖资本6号,24.79
腾倍尔9号,24.7815
守正基金,24.7761
谦璞多策略进取一号,24.7706
鼎泰岩2期,24.762
丰岭稳健成长3期,24.7154
紫晶二号,24.7126
深乾凌凌九进取,24.6981
沪港深优质增长,24.6807
沣京增强一期,24.6777
淡水泉成长四期,24.6684
潮信1号,24.6217
证大聚利,24.5754
银国达策略精选三号,24.5597
拾贝投资7号信元1期,24.5562
拾贝投资6号,24.5439
大树择时对冲一号,24.5188
鲲翔兴唐一号基金,24.4938
睿策3期,24.4637
丰岭稳健成长6期,24.4561
承泽资产趋势1号,24.4462
甘主动管理型,24.4274
瑞峰1号,24.4
私募工场龟圣一期,24.3962
拾贝投资4号,24.3861
文云昆玉一号,24.3829
辉毅2号,24.3776
金蕴70期(鼎萨),24.377
兆元多策略1期,24.3605
证大精选,24.3453
自由港一号,24.3083
骐邦涌利稳健成长,24.3025
淡水泉专项7期,24.2605
善盈成长价值,24.2532
卓泰5号,24.2249
淡水泉成长一期,24.2016
景泰复利回报,24.1707
兴富进取6期,24.1645
博普指数增强2号,24.1588
丰岭稳健成长9期,24.1331
明爵共赢一号,24.1155
沣沛精选,24.0605
金石19期,24.0538
源润9号,24.0383
玉麟2号,24.026
国世通价值精选一期,23.9762
海之源价值1期,23.9282
睿智策略1号,23.9239
拾贝投资2号,23.9055
大风1号,23.8929
资瑞兴一号,23.8583
拾贝投资1号,23.7738
兆金鸿1号,23.7249
泓澄稳健基金,23.7
辉合一期,23.6868
混沌2号,23.6802
朴石6期,23.6727
壁虎成长8号,23.6531
滚雪球硕赢二号,23.628
富承价值基金1号,23.6111
汇利优选9期,23.5948
新富价值优选9号,23.5795
景泰复利回报第十一期,23.5206
淡水泉专项6期泰九1期,23.458
景泰复利回报四期,23.4554
龟圣价值一号,23.4542
淡水泉专项6期,23.4481
相聚芒格一期,23.4445
新价值4号,23.4336
万泰华瑞一号,23.4271
光大兴富进取5期,23.3585
双诚精选1号,23.347
双赢12期(彤源),23.3254
沁源进取,23.3233
泓信泓筹六号指数,23.3153
嘉禾1号,23.2878
观富价值一号,23.2627
泓澄智选1号,23.2472
文多逆向,23.243
长河优势1号,23.2286
易同精选三期,23.227
德汇投资精选择2期,23.2143
拾贝投资3号,23.1959
藏宝图私享家1号,23.1209
拾贝收益5期,23.0934
源乐晟宏晟一号,22.9992
谦璞多策略稳健一号,22.9757
辉毅6号,22.9541
上善若水疾风,22.9358
佳音一号,22.9139
尚诚,22.8998
源沣长征,22.8472
华夏财富阿尔法1号,22.8415
