"","产品简称","2017-1","2017-2","2017-3","2017-4","2017-5","2017-6","2017-7","2017-8","2017-9","2017-10","2017-11","2017-12"
"582","创赢1号",2.3567,2.1497,-0.9378,-5.1337,-0.4019,2.5455,8.8302,8.0628,7.4843,9.768,11.7532,7.4843
"240","创赢2号",4.1213,3.9362,2.4486,-0.1068,6.7905,8.6341,14.8267,15.3534,14.2786,15.4388,17.0332,16.2218
"278","创赢3号",3.8224,3.4493,4.4217,1.6574,7.5836,8.3787,14.0786,13.0267,12.3662,12.4029,13.8034,12.0665
"296","创赢5号",3.7131,3.0816,1.2061,-1.9765,4.6413,6.1947,11.4423,10.8298,9.8762,10.874,12.1748,11.5054
"324","创赢7号",3.5219,2.8382,1.1325,-1.975,4.171,4.9858,10.607,10.2894,9.7576,10.0753,10.973,9.6057
"2703","春风",-0.4097,-1.3415,-1.3415,-5.0446,-9.1333,-4.0405,-4.0806,-5.4141,-6.7395,-5.5988,-7.7115,-8.7397
"1221","春辉宏远1号(第二期)",0.8341,1.698,2.8996,3.5947,-3.5447,-0.3077,-0.1588,1.4895,1.2214,0.4271,-2.4822,-3.2765
"351","达芬奇",3.4339,7.7003,9.7815,6.1394,-3.0177,7.7003,2.7055,2.8096,10.0937,15.6087,9.7815,10.718
"4478","达仁通宝2期",-4.0022,-2.4013,-3.5109,-6.1262,-10.7228,-9.4547,-10.4216,-9.217,-8.5275,-14.2019,-14.5665,-15.2243
"2471","达仁通宝7期",-0.2247,0,0.2247,-0.1124,-0.6742,-0.4494,-0.2247,-0.1124,0.1124,-0.4494,-0.5618,-1.236
"3931","达仁卓越1号",-2.2931,7.4776,6.68,4.1874,9.0728,21.2363,18.4447,19.342,20.4387,14.0578,16.5503,16.2512
"4507","大成创新资本大岩进取",-4.1298,-1.8682,-5.1131,-9.8328,-14.6509,-12.7827,-13.471,-13.6676,-13.9528,-16.7552,-17.5811,-17.2861
"4771","大道至简成长1号",-5.9618,0.6749,-6.6367,-4.162,-10.7987,-7.7615,1.6873,8.8864,14.9606,14.0607,2.6997,-2.2497
"4941","大君智萌2期",-7.4065,-7.1552,-11.3415,-13.7449,-17.8055,-14.0826,-27.0814,-17.994,-19.3135,-18.3632,-32.1159,-27.804
"623","大钧安泰沪港深",2.2352,3.0126,5.3387,5.7523,7.613,8.2332,11.1275,13.9186,16.8131,18.8807,21.0514,20.5342
"656","大钧价值创造",2.1277,4.8632,6.9909,5.0659,4.5593,6.0831,9.6054,13.1277,16.4428,17.9968,17.3752,15.3031
"2601","大钧盛世精选主题",-0.3188,2.5505,3.5069,3.8257,3.2944,7.1201,9.6706,10.8395,8.8204,18.2784,21.3603,21.254
"1369","大麓投资1期",0.6434,2.4468,4.1142,5.1835,7.449,8.3009,10.947,12.0616,11.6357,16.2845,14.7712,17.5895
"3301","大明投资2号",-1.1765,2.2222,5.8824,6.5359,7.7124,10.719,14.1176,20,25.4902,28.1046,27.3203,22.0915
"3313","大明投资3号",-1.1869,-0.7913,-1.3848,-6.5282,-12.364,-12.1662,-5.5391,0.5935,1.2859,3.2641,-1.4837,-3.8576
"2051","大牛进取1号",0.04,0.6697,-2.1689,-8.046,-10.8646,-9.4153,-10.065,-8.4758,-8.7956,-9.1854,-11.4943,-11.3643
"885","大朴策略1号",1.4774,3.2659,3.577,3.9658,2.9549,5.3655,5.7543,7.776,7.3095,9.098,7.6205,9.8756
"915","大朴策略2号",1.4162,3.3832,3.6979,3.6979,3.1471,5.5862,6.0582,8.1039,7.6318,9.284,7.8678,9.9135
"839","大朴策略3号",1.6026,3.3654,3.6058,3.6859,3.125,5.3686,5.6891,7.6122,7.1314,8.8942,7.3718,9.4551
"1140","大朴多维度5号",0.9636,3.2744,-6.4646,-6.3055,3.4816,5.6208,5.9531,7.8431,7.49,9.3073,7.7289,9.6916
"1203","大朴进取1期",0.8653,2.7477,2.6832,2.6444,2.0148,4.5397,5.3437,6.1703,5.602,7.6749,5.263,7.4263
"4651","大树择时对冲一号",-5.0531,-3.8666,1.3193,5.9658,14.5536,12.4627,12.49,8.6127,24.5188,19.3586,13.7015,13.636
"3873","大数据进取1号",-2.1786,1.3072,0,-8.1699,-13.2898,-13.2898,-19.39,-16.0131,-14.8148,-14.8148,-16.0131,-16.6667
"3009","大数据稳健成长1号",-0.7671,1.3121,-3.4215,-9.3864,-15.3714,-15.9871,-23.8898,-16.9762,-20.8821,-25.6157,-25.3835,-25.6762
"4557","大通道财道1号",-4.39,-1.6999,-1.9699,-11.3399,-16.0699,-16.1399,-16.61,-10.6699,-11.3198,-12.6898,-17.0098,-18.2699
"1605","大通道财道2号",0.396,1.3861,-0.6931,-4.3564,-7.0297,-2.2772,1.5842,6.4356,2.3762,-0.396,-4.7525,-2.7723
"4610","大岩量化平衡1号",-4.7195,-4.1852,-6.2333,-8.7266,-10.6857,-10.9528,-12.3776,-13.268,-14.0695,-15.3161,-15.049,-17.0971
"3718","大岩平衡",-1.8566,-2.9991,-6.702,-10.2112,-12.0779,-11.8433,-12.5064,-12.486,-12.7002,-13.7917,-15.3524,-15.1688
"2343","大愚二期",-0.1067,9.0215,9.3088,4.2604,4.4246,5.3193,12.7237,12.7155,12.9043,14.6692,12.8058,15.1535
"366","淡水泉2008",3.3692,6.9906,10.4964,10.7566,9.0274,19.9075,19.2794,24.8666,25.655,30.7955,26.8771,27.9441
"439","淡水泉成长九期",2.9584,6.123,10.024,9.6495,8.1092,18.1711,19.0759,22.2615,24.9842,31.3428,24.2899,26.3603
"292","淡水泉成长六期",3.7443,6.7113,10.6738,10.8691,9.3798,19.8277,21.1945,24.4487,26.6692,32.4541,26.206,28.8055
"408","淡水泉成长七期",3.0936,5.9383,9.794,10.0053,8.6584,18.7354,19.9087,23.2061,25.4961,31.4646,24.9038,27.0995
"308","淡水泉成长三期",3.6685,6.6608,10.6352,10.47,8.9799,19.1378,20.4993,23.8312,26.1841,32.0004,25.8108,28.7908
"344","淡水泉成长四期",3.4581,6.324,9.9775,10.1018,8.5268,18.226,19.2859,22.3265,24.6684,30.2078,24.1,26.3382
"315","淡水泉成长五期",3.617,6.3704,10.4469,10.458,8.9572,18.8964,20.1379,23.4176,25.7782,31.4297,25.5818,27.8572
"358","淡水泉成长一期",3.398,6.1931,9.9043,10.1408,8.6772,17.853,18.9949,22.0584,24.2016,29.3317,24.0653,25.9464
"311","淡水泉精选1期",3.6448,6.9573,11.9743,11.0523,10.1054,21.3293,20.2573,24.6739,26.8251,31.206,25.3743,27.6255
"300","淡水泉专项2期",3.6928,6.6553,10.6075,11.0171,9.8089,19.0239,21.4608,24.6758,27.7338,33.4539,28.4983,29.5495
"357","淡水泉专项5期",3.4176,6.0993,9.6137,9.3717,7.4838,17.1072,17.8817,20.5054,22.7708,29.5576,26.2465,24.9879
"340","淡水泉专项6期",3.4819,6.2575,9.7593,10.0279,8.1775,17.1011,18.0163,21.0804,23.4481,29.7453,23.3884,26.0446
"339","淡水泉专项6期泰九1期",3.4819,6.2674,9.7692,10.0378,8.1775,17.111,18.0263,21.0903,23.458,29.7553,23.3983,26.0545
"336","淡水泉专项7期",3.4947,5.784,9.4814,9.6637,8.4887,19.2362,19.6718,22.4068,24.2605,32.0097,28.5555,27.2893
"2013","道高红牛1号",0.0775,9.6256,3.6331,2.7692,-7.8977,-10.0576,-20.4475,-13.3584,-15.175,-17.7559,-7.8423,-9.4041
"4811","道合1号",-6.1818,-7.0909,-8.8182,-7.4545,-9.0909,-9.3636,-13,-18.5455,-9.2727,-15.2727,-8.0909,-3.2727
"2784","道勤1号",-0.4948,2.4176,5.0826,10.5589,10.2777,12.1894,13.4375,8.0175,4.5991,4.0256,1.608,0.1462
"3667","道睿择1期",-1.7549,-2.1322,-3.432,-4.8035,-5.9655,-5.8218,-5.7858,-4.9892,-2.2341,0.6049,-1.0781,-1.9466
"2706","道睿择2期",-0.4124,-0.0118,-0.2593,-1.0134,-2.2036,-2.2272,-1.909,-0.5774,0.2828,-1.0016,-2.3215,-2.0033
"3514","得大二期",-1.4846,-1.9289,-3.1209,-4.5947,-4.1721,-4.8873,-5.4291,-0.8019,0.3034,3.6519,3.7169,1.4304
"1011","得利宝至尊10号",1.1989,2.5229,3.6195,3.8014,5.023,12.6825,13.0519,16.3702,18.126,27.7004,25.8481,28.8255
"256","德丰华1期",3.9753,5.1341,8.0521,6.4197,13.7444,18.371,21.3567,35.7523,37.1733,41.8083,42.8402,41.3093
"3809","德高1号",-2.0622,-0.2829,0.9307,3.8507,7.0171,13.0213,9.9097,16.6712,17.0545,29.3731,24.0989,26.152
"932","德汇成长1期",1.3735,4.7597,7.9012,10.9655,11.4279,23.4406,32.3436,38.2548,45.2584,43.2729,45.6528,46.3962
"2017","德汇精选",0.0731,5.3363,7.0906,7.8947,7.0175,17.617,24.0497,27.4854,29.7515,27.8509,28.8743,31.5789
"1367","德汇投资精选择2期",0.6494,6.1688,8.2792,7.1429,6.25,15.0162,23.3766,25.7305,23.2143,22.7273,17.5325,19.724
"4603","德骏核心1号",-4.6757,0,-7.3906,-9.5777,-14.3288,-13.5747,-15.1584,-13.5747,-11.6139,-15.0075,-19.0799,-20.1357
"58","德孔一号",8.1768,10.8287,6.4088,15.9116,-7.7348,-4.7514,-2.6519,-0.663,-3.4254,-12.8177,-16.7956,-19.558
"1371","德胜宝典",0.6408,22.3504,21.9067,20.5955,20.349,19.9941,19.7378,20.5462,18.1307,16.5829,17.411,15.3702
"753","德胜量化对冲",1.867,32.3913,32.2179,31.9323,31.667,31.4732,31.2691,31.0039,30.7896,30.5346,30.3305,30.1673
"854","德韬2号",1.5528,2.4697,1.2866,0.1923,-2.307,-1.7894,0.488,-0.3549,-1.6711,-2.0408,-4.1999,-5.5013
"2935","德毅梦想",-0.6763,0.6359,2.5537,2.3519,-0.6763,3.4622,6.0866,20.6229,28.4086,25.8134,32.0194,28.2958
"314","德源安1号",3.6199,2.7925,-2.3374,-12.2733,-20.3199,-22.8987,5.5575,15.2244,8.5569,2.8201,-1.3101,-2.496
"334","德源安风险缓冲2期",3.4955,3.0641,0.4611,-7.9726,-17.7897,-21.4636,8.9692,17.7004,11.3788,4.1053,3.2129,1.0412
"5036","德正盈丰2号",-9.9133,-10.6568,-19.7026,-27.7571,-30.2354,-27.7571,-24.5353,-22.8005,-24.1636,-20.9418,-23.9157,-25.5266
"5066","德正盈丰3号",-11.3001,-11.6646,-21.1422,-27.339,-28.7971,-27.2175,-24.9089,-23.4508,-24.5443,-21.1422,-23.0863,-24.6659
"5080","德正盈丰进取1号",-11.8247,-10.6014,-20.6932,-31.3965,-35.1682,-30.8869,-28.4404,-27.2171,-29.5617,-28.1346,-31.8043,-31.6004
"4031","地鑫海中湾A",-2.4926,0.2606,-3.9316,-14.0834,-14.6386,-14.3213,-14.2194,-13.0863,-15.0238,-14.8312,-14.6272,-14.3893
"4551","第一创业大岩资本量化1期",-4.3796,-2.4635,-5.9307,-10.3103,-15.511,-13.7774,-13.9598,-13.5036,-13.686,-15.0546,-14.4159,-14.2335
"4227","棣华一号",-3.0387,0.3425,-0.7845,-2.5525,-3.3702,2.0884,3.9006,6.011,18.1768,20.453,9.9669,6.2099
"2148","点金行业一号",0,0,0,0,0,0,0,0,0,0,0,0
"4705","点金主题轮动对冲一号",-5.4956,-5.3974,-5.2012,-5.0049,-4.9068,-4.8086,-4.7105,-4.5142,-4.318,-4.2198,-4.1217,-3.9254
"2090","点睛2期",0.0192,0.9311,-1.0175,-1.1806,-0.144,1.8046,2.8892,3.5419,3.3404,3.2252,3.4268,2.7932
"3232","鼎宝安聚1号",-1.0741,1.5834,1.5059,-1.0187,-6.6991,-6.4223,-7.6736,-4.252,-5.3925,-8.1276,-8.3379,-7.441
"3775","鼎宝卓越2期",-1.9939,0.4985,0.2932,-0.7037,-4.7796,-5.4833,-6.5487,0.3225,-0.6353,-8.2006,-9.9795,-9.3148
"1248","鼎锋10期",0.8062,3.6207,14.016,13.8109,10.0983,12.5946,8.5425,8.9739,11.251,16.8305,16.5335,15.2464
"4028","鼎锋1号",-2.486,3.1602,9.8388,7.7531,3.076,7.279,4.161,5.9518,5.6041,4.5823,7.0684,8.0164
"3902","鼎锋2期",-2.2399,5.1412,8.8873,9.4376,2.2206,9.0418,5.0447,8.139,11.7741,11.5665,6.8405,9.2735
"4150","鼎锋4号",-2.8281,-1.6355,0.4133,-0.7498,-3.4067,-1.3166,-5.0009,-4.5876,1.8894,1.4406,-2.8576,-2.4325
"1047","鼎锋5期",1.1097,6.6737,19.3268,16.1031,9.5556,14.6516,10.3182,10.9493,13.3316,14.1415,17.6177,14.72
"3919","鼎锋8期",-2.2618,3.3805,11.0899,9.3348,4.9532,10.0118,6.4489,8.1634,7.9081,7.2393,8.3458,10.2955
"1041","鼎锋成长3期",1.1209,4.9542,17.2414,13.7503,8.702,13.1514,7.9747,8.3597,10.7641,14.7771,12.8776,10.3619
"3880","鼎锋成长一期",-2.1992,4.0233,7.3506,7.9568,-2.0769,2.8244,-1.1091,1.525,5.097,4.9204,1.207,3.5122
"4589","鼎金价值5号",-4.6125,2.6047,2.7784,-5.0467,-10.0499,-9.898,-11.9601,-7.315,4.2544,-3.7443,-8.9755,-9.9414
"3677","鼎金价值6号",-1.7658,3.9384,-0.0321,-6.0146,-12.1896,-10.6807,-14.7581,-9.7817,-2.7932,-9.4606,-13.3027,-9.3536
"2493","鼎诺目标分红1期",-0.2435,4.9121,6.3837,8.7656,3.79,8.5856,10.5865,11.0523,8.2892,10.7559,3.2712,3.0172
"2011","鼎诺秋实1期",0.0804,5.6185,7.9013,11.6389,2.749,10.6181,10.811,13.0858,9.5732,10.7548,10.6663,10.4574
"812","鼎润1期",1.6618,6.6178,9.3264,7.499,7.4871,15.1813,15.1872,17.8012,22.2722,30.3862,29.3512,34.8453
"4123","鼎萨1期",-2.7297,-2.2582,3.3203,2.0894,4.3923,14.7898,13.5888,21.2715,40.2799,41.1584,38.2649,47.3423
"3966","鼎萨2期",-2.3478,-1.1498,-1.3043,0.2126,-4.9275,-1.6329,-3.5556,-0.9082,4.686,2.57,-4.0193,0.1063
"1220","鼎萨3期",0.8351,6.593,10.7205,11.8021,3.4516,5.3046,6.6725,8.1279,17.4089,21.799,28.042,12.7326
"2325","鼎尚一惊雷壹号",-0.1018,0.1018,0.2037,0.1018,0.1018,0.2037,0.3055,0.4073,0.5092,0.7128,0.7128,0.8147
"2569","鼎时赢新动力1期",-0.2996,-1.4464,-7.5631,-16.7379,-20.2549,-18.4964,-25.9128,-26.0657,-27.2125,-27.5947,-34.7053,-32.4116
"926","鼎泰1期",1.382,9.0307,6.3244,-3.0134,-2.476,1.3244,6.6507,14.5202,11.8522,17.3033,21.4875,24.0019
"3973","鼎泰岩2期",-2.3568,-0.0391,1.3578,1.8496,-1.3345,9.3024,8.7873,14.9681,24.762,20.9988,23.5864,22.0426
"4921","鼎陶朱辉2期",-7.1821,-5.0997,0.0825,0.8041,0.0687,15.5258,-2.0962,-9.0515,-10.5842,-14.2749,-15.1478,-21.5533
"4302","鼎彤怡顺",-3.2607,0.1685,-4.091,-9.686,-9.8544,-9.9507,-10.083,-10.2515,-10.2876,-10.456,-10.5884,-10.6365
"369","鼎熙稳健成长1号",3.3333,4.4444,3.3333,1.1111,-3.3333,0,3.3333,4.4444,4.4444,4.4444,5.5556,3.3333
"4496","鼎业进取",-4.0675,-3.869,-2.5794,-7.4405,-9.623,-3.0754,-5.9524,4.6627,5.5556,6.4484,4.6627,2.9762
"3210","鼎业致远",-1.0449,-1.2539,0.1045,-4.5977,-6.6876,0.209,-2.2989,7.001,7.3145,6.3741,3.7618,2.4033
"3200","鼎元稳泰一号",-1.0215,0.5108,-0.5508,-4.8573,-7.9019,-4.3766,-7.8217,-3.986,-4.0661,-9.6945,-9.2839,-6.7401
"2574","定钧一号",-0.3003,1.2012,0.1101,-3.4635,-8.4284,-6.0861,-5.7357,-4.8248,-2.2823,0.1001,-4.5646,-3.4535
"4334","定宇1号",-3.4029,-3.8419,-6.3666,-9.6597,-9.0011,-7.6839,-9.989,-8.8913,-8.2327,-7.6839,-7.0252,-5.9276
"4502","定宇3号",-4.0924,0.443,-0.4852,-2.8583,-3.7654,-2.8162,-4.7252,-2.1728,-3.3013,-4.1979,-6.6238,-7.4465
"4169","定宇8号",-2.8757,-0.7775,-2.8757,-5.0059,-7.0934,-5.4212,-6.6354,-5.5703,-5.2082,-5.9751,-5.7195,-5.9218
"4519","东方贝格一号",-4.1836,-3.5518,-5.149,-6.9964,-8.4744,-4.1001,-0.5602,2.6579,0.5006,0.739,-0.0477,-4.2908
"2689","东方晨星10号",-0.4008,-0.6012,12.8257,9.4188,-3.7074,-11.7234,-7.4148,-5.511,-5.2104,-1.7034,-7.1142,-8.8176
"238","东方晨星11号",4.14,4.48,-0.02,-3.4,-19.54,-9.69,-9.19,2.12,5.6,-0.55,-13.02,-17.94
"2753","东方鼎泰1期",-0.4608,2.3095,12.1691,21.3321,21.2571,30.4415,26.5674,27.3122,29.4395,36.9146,34.7926,44.3147
"3488","东方鼎泰2期",-1.4428,6.9922,23.0855,27.303,37.7358,46.6149,45.727,45.394,48.7236,53.0522,57.2697,59.9334
"773","东方港湾03号",1.7821,5.3241,11.7398,16.0726,25.0056,32.3346,34.8519,35.587,38.5387,64.6581,55.1793,72.6665
"1214","东方港湾1期",0.848,3.9779,8.2661,9.969,16.9114,32.2441,31.8166,30.424,30.686,50.7825,44.2744,56.9872
"935","东方港湾2号",1.3634,4.7437,10.5127,13.9944,22.907,30.9521,33.8254,34.5352,36.5521,62.062,52.8,70.3662
"482","东方港湾创业成长",2.7867,6.4309,12.9689,18.328,24.9732,36.0129,40.4073,36.6559,38.5852,60.343,53.8049,65.8092
"755","东方港湾价值投资2号",1.8451,5.074,8.5814,10.0783,19.8869,27.537,26.3272,24.9608,26.4404,44.7433,39.1297,48.8251
"3117","东方港湾马拉松二号",-0.8989,3.4831,9.1011,12.9213,23.4831,26.7416,33.2584,35.618,40.4494,58.6517,60.5618,66.8539
"2939","东方蜗牛一号",-0.6803,5.8309,6.1904,4.4495,-1.3875,2.4014,3.6302,9.1599,10.6959,10.2863,5.883,7.419
"4082","东方星辰一号",-2.6111,3.4382,-2.5381,-1.1677,-3.6004,-3.6166,-5.9033,-5.0357,-0.1297,-0.3081,-5.9358,-5.3681
"689","东方雪灯",2.0513,7.2738,12.5855,14.3593,6.6594,6.6396,7.9576,9.672,11.3467,15.5089,11.9017,13.8837
"3668","东来方元1号",-1.7563,-0.3298,-1.2121,-3.3146,-8.7978,-3.7764,-5.1863,-0.1649,1.5914,4.1392,0.7421,0.9812
"4023","东兴港湾1号",-2.4677,4.2303,5.2879,8.5781,20.9166,23.0317,27.9671,27.7321,30.6698,36.8978,46.7685,44.0658
"815","东源1期",1.6505,3.3742,4.3671,3.1636,8.2914,11.9106,14.3993,16.2175,18.53,25.1623,19.7851,24.8442
"445","东源嘉盈1号",2.9442,6.7378,4.8976,2.3403,-2.0666,-0.4718,6.5585,7.37,11.4183,10.0595,-0.0661,6.5113
"1380","东源嘉盈2号",0.6291,2.6481,1.1161,-2.1814,-0.8218,4.6368,-0.8827,3.4801,8.6242,14.1843,14.9452,12.5507
"608","东源嘉盈回报",2.277,8.3524,7.0001,2.9532,0.7656,0.9347,0.8949,2.6151,9.1379,12.9959,2.4858,8.3424
"765","东源嘉盈回馈",1.8057,7.1436,6.7665,5.2783,1.9942,5.5164,11.9853,14.307,21.0239,22.6511,14.3665,20.8354
"1869","东源嘉盈三号",0.1633,2.5309,2.9901,-0.051,1.4899,8.062,2.7554,7.1946,12.3686,16.5629,19.8898,16.2261
"1205","笃道1期",0.8601,1.4604,2.3654,3.4137,-0.233,3.8617,3.5839,4.2021,6.6302,13.4845,11.1101,11.8179
"5061","杜兹三号",-11.1443,-8.5572,-8.9552,-14.0299,-20.9952,-29.3533,-37.811,-28.6567,-27.4626,-24.5771,-36.9154,-42.3881
"4157","对冲8号",-2.8382,1.1353,-1.4191,-3.6897,-8.6093,-4.9196,-7.3794,-6.0549,-5.9603,-6.1495,-6.0549,-3.5005
"1171","敦厚酣客一期",0.9063,2.2155,1.6113,-0.9063,1.1078,7.5529,9.7684,10.0705,9.4663,15.005,14.9043,16.4149
"2297","发现2号",-0.0982,-0.0982,-8.4479,-10.4126,-19.6464,-16.11,-17.387,-10.4126,-0.2947,-19.6464,-24.6562,-23.3792
"3745","凡得幸福CPA趋势追踪",-1.9266,-0.7524,-3.5568,-12.3005,-12.3575,-9.0629,-12.1409,-9.5873,-1.596,-3.9444,-3.2718,-3.9216
"4953","凡得幸福建国",-7.5353,-4.355,-3.9635,-11.036,-19.7817,-14.5366,-10.9648,-6.3249,-8.1049,-12.8515,-20.375,-24.9199
"2984","凡得幸福龙道",-0.7283,12.3295,-2.7593,-8.8522,-16.9556,-14.0425,-15.4785,-7.888,-4.7082,-16.9556,-23.6537,-24.9359
"3646","凡得幸福轮动4号",-1.7094,4.1667,-5.4487,-13.5684,-22.8632,-19.3376,-18.6966,-15.4915,-19.0171,-24.4658,-32.5855,-36.7521
"417","凡得幸福轮动二期",3.0513,8.6096,6.449,1.0556,-3.0183,6.9767,7.3726,4.6347,7.0427,7.1417,-2.4905,-4.6017
"697","凡得幸福明星",2.0284,13.1846,-1.0142,-8.8235,-23.9351,-19.6755,-16.43,-13.286,-16.9371,-23.2252,-33.2657,-36.4097
"55","凡得幸福战略并购",8.4573,13.5966,19.0017,11.7752,-1.5062,26.1102,16.0581,11.2634,18.7754,12.3266,12.1198,-1.8213
"275","凡宇证券A股一号",3.8388,9.9808,10.9531,10.6291,11.2773,13.654,14.1941,16.2467,16.2467,18.0834,16.6789,8.9003
"1666","泛涵正元",0.3131,0.0575,0.2811,0.46,0.2875,0.92,1.182,2.1147,2.2617,3.3989,1.0925,1.6228
"11","方程式一号",17.9297,13.9089,13.1095,11.4309,8.713,10.1519,3.9968,3.2774,4.956,5.9153,5.1159,3.6771
"535","飞旋成长五期",2.5895,5.2947,10.2843,11.2,6.3579,8.9959,8.9896,19.0004,34.2075,39.8635,46.2594,83.1463
"4269","飞鹰1号",-3.13,2.2,0.6,1.47,-8.58,4.4,8.9199,21.3639,22.2499,20.5774,20.7666,23.325
"737","丰大2号",1.9151,12.973,8.4324,4.9421,3.2587,3.8456,10.7181,16.0772,19.2896,18.9189,15.4131,13.4672
"1524","丰利中经乾宁",0.4719,1.1847,1.9277,2.6205,3.5141,4.2269,4.9398,5.9639,6.5763,7.4498,8.1627,39.3574
"978","丰岭稳健成长3期",1.2682,2.7861,4.1242,4.264,12.0431,20.5313,20.2217,26.1334,24.7154,38.2564,34.7513,39.9641
"3904","丰润指数增强1期",-2.2453,1.7823,2.2191,0.3669,0.7601,0.961,-1.8172,3.1015,6.238,7.6708,8.1601,5.076
"1888","丰盛德永利",0.1479,0.3551,0.217,0.4537,-0.7792,0.4438,0.5622,0.7496,0.5819,0.8581,1.1244,0.9962
"1063","丰图一号",1.0891,4.4554,5.6436,2.8713,2.5743,7.8218,11.3861,17.1774,26.3251,31.7571,31.6308,30.6202
"5133","丰盈贰号",-20.907,-20.9839,-21.5988,-22.2137,-19.8309,-21.8294,-22.9055,-21.445,-27.671,-27.9016,-29.5158,-27.9785
"1658","丰煜如意理财一期",0.3269,3.7408,4.3219,-2.9927,-7.5906,-4.1113,-0.7264,-2.3825,-3.7045,-5.9926,-5.1645,-10.4453
"3830","丰奘1号",-2.105,-0.4607,0.8434,-3.1682,-18.8745,-13.5304,-20.9086,-21.3055,-16.2166,-10.6599,-15.3023,-16.5639
"421","丰奘2号",3.0375,5.9872,7.8181,4.8683,-8.2529,-2.15,-10.0838,-10.389,-4.5912,0.3928,-5.0998,-6.829
"3204","沣杨超越",-1.0309,0.5424,1.103,-0.0274,-2.1071,2.4412,1.3199,3.0832,6.4379,7.3332,6.3747,8.3912
"3197","沣杨飞越",-1.0176,0.9498,1.1436,0.3198,-1.793,2.6168,1.4538,2.9172,6.164,9.1297,7.6759,8.868
"3535","沣杨锦绣",-1.5342,0.8357,0.9924,1.3514,0.6463,5.4906,5.2099,6.1631,9.6429,16.3348,15.3751,19.7819
"3471","沣杨旺德福",-1.4198,1.1623,1.3736,1.7632,1.3207,5.9764,5.8707,6.782,10.1961,17.3017,16.4102,20.9536
"3068","沣杨优选",-0.8436,0.9969,1.5337,0.6135,-1.4571,2.9141,1.9172,3.1442,6.5951,9.0491,7.592,9.6626
"3240","沣杨卓越",-1.0826,0.4613,0.8567,-0.1976,-1.9297,2.4005,1.0355,2.8053,5.5258,7.9639,6.7967,7.8416
"3184","沣杨尊享1期",-0.9969,1.0592,1.1838,1.3707,0.6231,5.3583,4.9221,5.919,9.595,16.324,15.6386,20.1869
"728","沣一号契约型私募证券投资基金",1.9501,3.9311,0.1341,-7.2328,-13.1758,-10.163,-13.8155,-17.1172,-16.7148,0.7429,-4.2716,-6.0153
"175","凤翔长盈",5.0867,9.8154,18.1989,21.5335,24.0674,37.3022,37.9804,38.4326,42.5772,50.876,47.4755,52.9013
"3570","弗睿得1号",-1.5842,-0.8911,-1.7822,-4.6535,-9.0099,-1.6832,-2.6733,2.7723,3.7624,2.4752,0.7921,-0.7921
"2089","伏明转型成长一期",0.0197,1.7915,-0.2559,-3.5043,-7.6582,-3.9965,-4.0654,-6.1226,-13.8498,-10.188,-10.7589,-7.5696
"5089","孚天深度价值二号",-12.3474,-12.62,-19.3388,-27.1122,-20.6541,-27.3255,-30.4538,-27.2781,-30.5249,-32.4802,-34.2932,-35.8218
"5117","孚雅1号",-15.5098,-11.8221,-14.0998,-20.1735,-23.5358,-27.8742,-24.295,-21.4751,-21.4751,-27.2234,-35.6833,-40.8894
"489","福建滚雪球31号",2.746,4.8055,6.331,6.7124,10.2212,20.4424,26.7735,22.9596,37.0709,38.9016,47.1396,83.8291
"587","福建滚雪球32号",2.3361,4.2954,5.8779,6.104,8.8169,18.6888,25.0188,21.3263,35.1922,36.3225,44.3858,63.15
"195","福建滚雪球33号",4.7324,6.9046,9.3095,11.0163,13.5764,23.8169,30.3336,26.377,40.5741,41.5826,49.6509,73.4678
"123","福建滚雪球同驰2号",6.0876,7.7209,8.686,10.5419,14.1054,24.3504,33.6303,28.9532,43.9495,45.657,65.5531,60.876
"3861","福民财富1号",-2.1621,0.3752,0.0889,0.079,-4.4921,-4.808,-7.2761,-1.3822,-2.1226,-9.9121,-11.4819,-11.6004
"2429","阜华新锐成长1号",-0.1998,3.2867,7.992,3.1968,1.2987,1.8981,2.2977,-2.4276,-4.6354,-10.3497,-3.3966,-10.6194
"4230","阜华星辰价值成长2号",-3.0428,3.0528,1.8879,-0.1808,-3.1432,11.0966,15.0834,16.0876,6.437,8.0137,15.8867,-4.519
"3358","复和金色海洋",-1.2479,4.0017,1.5264,8.8181,4.5792,10.6539,15.0887,20.854,21.8028,23.5974,22.4732,24.8453
"593","复兴1号",2.3182,5.4795,6.3224,-10.7482,-12.6449,-7.6923,-0.843,1.5806,2.9505,-5.2687,-11.4858,-14.2255
"5103","赋成对冲9号",-13.8436,-7.9805,-9.3648,-9.1205,-10.4235,-10.342,-17.3453,-14.4137,-14.0065,-19.544,-24.1042,-13.1837
"4756","赋成瑞翔量化10号",-5.892,-3.6007,-3.6825,-3.7643,-3.6007,-3.437,-6.0556,-5.401,-10.1473,-11.8658,-13.6661,-14.4026
"1807","赋誉投资价值精选1号",0.202,0.2929,0.2323,1.2828,-5,1.6061,3.5354,9.6869,13.3535,8.9192,9.2323,7.0101
"4627","富安达安晟1号(福麟15号)",-4.8305,-4.1104,-13.0153,-12.5593,-16.9997,-15.5596,-22.8083,-23.0963,-21.2901,-25.9466,-28.2988,-34.2454
