产品简称,当年收益%
昀沣3号,3.67
青岛以太量化基金2号,33.1115
榕树一期,23.5471
国投汇金稳健一期,22.5207
恒江一号,19.9255
华银德洋基金,19.4954
恒升30号,18.7611
东北证券融智2号,18.7487
江大情一号,18.6567
恒升36号,18.6528
方程式一号,17.9297
私募学院菁英135号,17.0251
聚利10号,16.48
善水稳健对冲一期,15.3343
蓝海汇智,14.9415
东方价值,14.7652
长河畅达稳健1号,14.3953
海衍添利一号,14.1414
慎善清源一号,14.0984
一村东临石,13.91
私募工场股惑人生一期,13.8771
蓝海泰和1号,13.8076
信复创值2号,13.7875
狼图腾2号,13.7783
蓝海七号,13.5705
蓝海汇金,12.974
蓝海三号,12.8136
融亨一号,12.5906
宏莱价值进取一号,11.9146
蓝海六号,11.9111
信复创值3号,11.715
华侨丰盈尊享1号,11.3028
蕴泽2号,10.7382
佳盈二期,10.6184
然成扬帆起航,10.4486
海雅基金,10.3383
大满贯,10.1549
温瑞福5号,10.1336
052号,10.0292
蚂蚁致赢一号,10.0095
比高添赢,9.9165
089号,9.9039
050号,9.8913
055号,9.7973
众望财富一号,9.4083
高毅庆瑞6号,9.295
融通富国成长1号,9.1266
资臻1号,9.0674
智信景行昀卿成长一号,8.9928
延信稳健1号,8.9506
天迪价值,8.8171
中垒一号,8.7981
佳盈积极成长,8.7755
大概率6号,8.7302
凡得幸福战略并购,8.4573
乐富3号,8.3803
木鱼1号,8.1991
德孔一号,8.1768
卢登斗牛二号,8.0851
晓峰1号睿远,8.0831
锐进29号景林多元策略,8.006
希瓦小牛1号,7.9003
东方红先锋7号,7.8858
宏锦1号,7.8843
希瓦小牛3号,7.7697
进化论复合策略一号,7.7305
悦顺4号,7.6832
私募工场静远轩,7.6182
三安增持2期,7.599
小市值精选策略一期,7.5402
知本合丰9号,7.5388
滚雪球2号,7.521
景林优选2号,7.5108
厚德致远价值(一期),7.4588
希瓦小牛5号,7.411
承源07号,7.4101
碧泉基金,7.3947
成都红泰嘉盈一号,7.3272
正弘2号,7.3171
金裕城3号,7.3171
睿赢107号,7.2647
千帆二期,7.191
银万丰泽1号,7.1566
七禾新煌昱合作发展,7.1374
景林稳健,7.028
华阳1号,7.0167
锐进25期盈信瑞峰股票多空尊享系列,7.0118
众望财富二号,7.007
子青2期,6.9998
融珲23号,6.9974
融临02号,6.9953
旭冕贰拾壹点,6.9502
宁水1号,6.8334
斯同1号,6.8326
国世通价值精选一期,6.7932
中新融创定增1号,6.7507
盈喜一号,6.7101
证大新视野,6.6462
博致二期,6.6
景林创新成长,6.5347
朴信创新1号,6.5163
证大聚利,6.4935
七禾新天地1号,6.4802
滚雪球1号,6.4421
磐京稳赢2号,6.4195
私募工场贝壳旺财鸭,6.3694
佳盈一期,6.3263
佳盈三期,6.2745
博致一期,6.261
天迪价值平衡,6.2486
证大精选,6.2076
东方红先锋3号,6.1863
东方红先锋1号,6.1724
奇益1号,6.1567
汇泽盛1号,6.1343
融裕,6.1291
融裕三期(惟创1号),6.125
重阳1期,6.1184
重阳6期,6.1178
重阳2期,6.1159
圣则汇1号,6.0965
岩羊三期,6.0957
福建滚雪球同驰2号,6.0876
昱晟一号,5.9932
鼎萨价值成长基金,5.9888
恒昌格物一号,5.9713
弘晟一期,5.9367
晶上稳增长1号,5.9341
睿兹1号,5.9081
启创三号,5.8927
久铭稳健12号,5.8362
中国梦二期,5.8346
七王瑞德2号,5.7851
景林丰收,5.7573
汇创启航1号,5.7562
控制权交易策略一期,5.7553
润樽沪港通,5.7526
懋峰三号,5.7362
锦熙一期,5.7292
子青1期,5.6903
宝银创赢摇钱树股指自动化策略基金23号,5.6886
少数派12号,5.6782
西域壁虎1号,5.6443
铭远丝绸之路,5.6417
奥圣钱江一号,5.6269
浦江之星186号,5.5824
安金涌津量化1号,5.5221
小市值精选二期,5.5179
巴沃成长一号,5.5104
宝银创赢28号,5.5001
民生越顺玖号,5.4915
普尔润丰,5.4777
鼎时赢新动力2期,5.4665
领航增利1期,5.4247
谙盈一号,5.4101
汇泽盛2期,5.4029
汇创三期,5.3793
御峰一号,5.3298
鼎润二期,5.3106
晟维成长,5.2974
财掌柜持股宝一号,5.2588
质嘉二期,5.2393
林氏价值,5.2298
阳光宝3号,5.1895
昊嘉信格物1号,5.1853
2号,5.1841
东方红先锋6号,5.1754
知本恒丰2号,5.1642
先锋6号Ⅱ期,5.1404
金石管理型基金,5.1374
大概率资管3号,5.1228
美石一号,5.1213
新价值8号,5.1094
金石1期,5.0962
凤翔长盈,5.0867
征金资本股票优选二期,5.0682
普尔聚鑫,5.042
2号,5.0339
嘉恳天启1号,5.0311
普尔二号,5.0217
惠民博盛1号,4.9946
仲谋专属5号,4.9413
普尔麒麟,4.9296
民生银行天河2号,4.9122
私募学院菁英219号,4.9008
凯鼎君能长盈1号,4.894
万利富达,4.8905
新价值,4.8814
少数派101号,4.8705
诺万长期,4.8474
一村拙诚,4.8428
领新1号基金,4.8241
普尔一号,4.8187
博致三期,4.8
福建滚雪球33号,4.7324
融珲19号,4.7118
国道小虎,4.6976
泽嘉丰盈1期,4.6786
高毅邻山1号远望,4.6694
塔晶狮王二号,4.6396
君泽利1号,4.6207
明河价值一期,4.6011
鸿盈1号,4.5954
天迪价值平衡二号,4.5853
双赢10期(淡水泉),4.5746
汇创稳健1号,4.5721
少数派10号,4.568
蓝筹1期,4.5208
仁灏开元,4.5101
鼎元永辉5号,4.492
玖月天玺1号,4.4872
盈喜价值成长1号,4.4745
日进斗金05号,4.4679
藏宝图私享家1号,4.4118
创金灵活成长1期,4.4088
晟维汇智,4.4012
金太阳高毅国鹭1号崇远,4.3893
高信百诺1期,4.3687
万利富达德盛1期,4.3559
明河优质企业,4.3412
阳光宝1号,4.3337
基石精选1号,4.329
少数派9号,4.3265
淡水泉专项3期,4.3221
新里程超越梦想,4.3171
厚德载物1号,4.3004
瓜牛的梦想,4.2874
高毅利伟精选唯实,4.2807
米牛沪港深精选,4.2726
睿赢69号,4.2445
慧安浙商家族2号,4.2299
金石19期,4.2245
天倪资本一号,4.2105
汇昇劲取,4.2056
恒瑞三期,4.1825
思考20号A8全市场策略,4.1712
喜马拉雅基金,4.1545
东方晨星11号,4.14
明河成长,4.1367
创赢2号,4.1213
广汇缘3号,4.0991
一村TB303,4.0976
金楠聚富1期,4.0751
第二基金中国300指数基金,4.0677
聚鑫15号,4.06
天启螣蛇,4.0339
利檀3期,4.0325
泰亨大盘蓝筹二期,4.012
恒豊一号,4.0012
天谷深度价值一号,3.9965
盛世2号,3.9904
慧安浙商家族3号,3.9874
赢隆2期,3.9857
朴信成长2号,3.9832
盈峰成长6期(原合赢8期),3.9801
德丰华1期,3.9753
今港优选,3.9646
雪球2期,3.964
证大久盈稳健13号,3.9621
价值精选7期,3.9613
晟维价值,3.9576
宏禾种子1号,3.9482
华霖进取一号,3.946
嘉耀滚雪球1号,3.9341
少数派29号,3.9293
源沣进取1号,3.9103
新方程基金1期,3.9053
凯顺星成长,3.8985
昭时九期,3.8941
融启月月盈五号,3.8931
淡水泉专项3期,3.877
倍霖山绝对回报1号,3.8655
少数派19号,3.8618
红筹1号,3.8462
凡宇证券A股一号,3.8388
价值精选5期,3.8369
润桂投资中润一期,3.8342
创赢3号,3.8224
锦洋1号,3.812
金广鑫1号,3.8069
藏宝图京都1号,3.8035
宏莱价值成长一号,3.8
银石12期,3.7975
昭时六期,3.7864
宁聚量化精选2号,3.7813
懋峰平和一号,3.7788
信璞深蓝,3.764
长江基金,3.7603
珺容灵活进取一期,3.7594
华美6号,3.7529
海洋之星1号,3.7457
淡水泉成长六期,3.7443
塔晶狮王,3.7391
金楠聚富03期,3.726
东兴金选睿鑫6号,3.7186
创赢5号,3.7131
天玑青翼一期,3.7037
阿甘1号,3.7032
君享重阳阿尔法对冲一号,3.7017
淡水泉专项2期,3.6928
淡水泉专项基金2期,3.6928
锦洋2号,3.69
臻选一期,3.6848
新里程藏宝图二号,3.681
证大量化增长2号,3.6803
承源09号,3.6791
证大久盈旗舰106号,3.6748
淡水泉成长三期,3.6685
睿晟价值成长2号,3.6619
天谷价值精选一号,3.6455
淡水泉精选1期,3.6448
青忻1号,3.6375
东方红新公益,3.6343
德源安1号,3.6199
淡水泉成长五期,3.617
新思哲1期,3.6079
懋峰进取一号,3.5878
懋峰二号,3.587
以太量化1号基金,3.5742
朴信3号,3.5714
少数派17号,3.5714
金钥匙东方港湾港股通1号,3.562
