产品简称,当年收益%
冬拓三号,330.5
天成壹号,188.569
优波基金,148.2447
景燊品质1期,144.3792
否极泰,140.7761
喜马拉雅基金,133.0658
雨山寻牛1号,128.4553
泽时二号,125.1566
红林菁英212号,120.1243
红亨稳赢一期,115.7086
冠丰糖糖1号,113.0571
华策1号,112.4183
天谷价值精选一号,110.2999
长江基金,107.4644
美港基金,104.0774
成泉汇涌一期,100.7759
予曦一号,100.4
川行主观1号,98.6996
天谷至诚1号,95.93
希瓦小牛3号,94.5842
希瓦小牛1号,92.473
涌津涌赢8号,91.2532
璟恒五期,91.1525
天谷至诚2号,90.81
高合稳进2号,90.6745
私募工场天猊2号,90.5022
涌津涌鑫3号,90.3986
上元3号,90.3188
涌津涌鑫6号,90.0638
湘军彭大帅6号,89.5683
佑蓝顺世,88.7755
涌津涌赢2号,88.4162
上元1号,84.7541
希瓦小牛5号,84.6081
昱晟一号,84.589
冠源一号,84.5
涌津涌鑫4号,84.0388
中汇金凯8期,83.7295
华银德洋基金,81.768
成泉尊享一期,80.1081
匀丰量化进取,79.9992
天谷深度价值一号,79.1767
鼎晟投资1号,77.1461
腾龙一号,76.6695
星台1号,76.4398
大禾投资掘金5号,75.9048
上元2号,72.5886
藏宝图永州1号,72.2453
卓铸卓越1号,71.0798
紫金港6号灵活策略,70.8543
大禾投资掘金1号,70.0094
鸿夫一号,68.2525
高合稳进1号,68.0383
天迪平稳增长2号,67.58
涌津博学稳进,67.2455
成泉汇涌二期,66.0851
证大久盈旗舰5号,65.8196
丰源正鑫正鑫一号,65.7025
优波喜马拉雅2号,65.5017
天迪平稳增长3号,65.22
盈阳二十二号,65.0905
涌津涌赢6号,64.6154
进化论复合策略一号,64.3906
景林创新成长,64.2574
涌津涌赢7号,64.1803
阿甘1号,64.125
涌津涌赢1号,63.3814
涌津涌鑫5号,63.2
涌津涌赢4号,63.1363
菁英290号,63.0247
成泉风险缓冲1期,62.4255
中国价值线一号,62.1267
涌津博学稳健,62.1152
少数派102号,61.7486
惜缘1期,61.3352
匀丰分级灵活配置,61.1742
贝莱德前海,61.0405
赛亚成长1号,60.7251
望正基石投资一号,58.9719
成泉2期,58.8347
久铭3号,58.2167
融亨一号,58.207
泽升优选成长1期,58.0544
睿渠稳赢1号,57.731
嘉禾一号,57.4219
嘉禾二号,57.0785
藏宝图福州1号,57.0387
圆盛积极成长2号,56.2
聚隆基金2号,56.1185
卓铸卓越2号分级基金,55.9435
金连接滚雪球12号,55.5556
中金银海凤凰一号,55.3241
证研宝,55.2916
嘉禾三号,55.1834
证研稳健一号,55.0808
成泉风险缓冲3期,54.4796
卓凯二号,54.1788
少数派26号,54.0465
止于至善,53.9686
锐进29号景林多元策略,53.692
财掌柜种子基金一号,53.6104
厦门盛世汇金1期,52.371
证大久盈稳健5号,52.2908
久铭稳利2号,52.1223
乾和资产纵横二号,52.0465
太极1号基金,51.9924
卓林草原狼一号,51.8039
私募学院菁英135号,51.7588
滚雪球1号基金,51.6021
滚雪球2号,51.5709
恒丰一号,51.4315
最具巴菲特潜力汇丰盈对冲1号,51.3054
望正精英鹏辉2号,50.3968
万象汇富八号,50.3673
证研3号,50.3485
诚朴息壤一号,50.0876
中金银海稳健增长,49.725
成恩五号,49.685
嘉恳天启1号,49.4979
久铭2号,49.3788
今港优选,49.3024
长金4号,49.0054
宝银创赢28号,48.8802
青榕中华,48.7357
利得汉景1期,48.5369
成恩三号,48.3216
奕歌元晟,48.1518
巴富罗精选,48.097
坚实1号,48.0847
中国价值线二号,48.0061
泽升优选成长2期,47.923
万顺通一号,47.8485
泽嘉丰盈1期,47.8218
共泰投资1号,47.78
蓝筹2期,47.5701
东方点赞,47.3343
上河2号,47.2024
金钥匙东方港湾港股通2号,47.1306
高信百诺1期,46.8962
天琪沣泛黄埔三期3号,46.7
少数派29号,46.6601
金钥匙东方港湾港股通1号,46.3061
少数派105号,46.3
和盛丰悦1号,46.1033
厚德致远价值(一期),45.9343
马拉松全球,45.8015
私募工场亚洲价值长线回报,45.6256
万顺通二号,45.3955
东方鼎泰2期,45.394
蓝筹1期,45.2984
仁灏开元,45.2406
偕沣稳健一号,45.2028
锦水源一期,45.1923
赛亚美纯基金,45.0091
景林创新,44.9534
广汇缘3号,44.8999
景林优选2号,44.7629
至乐1号,44.5839
证大天迪全价值对冲一号,44.4541
抱朴一号,44.3477
同犇尊享2号,44.2767
长河畅达稳健1号,44.2421
同犇智慧1号,44.233
晓峰1号睿远,44.1391
少数派24号,44.1367
同犇尊享1号,44.1315
恒江一号,43.6685
鹏山长期回报1号,43.4419
果实长期成长1号,43.2337
天下溪基金,43.1107
挚盟量化二号,43.0363
景林稳健,42.8549
前海发现1号,42.8016
景林精选2号,42.78
长江汉景港湾1号,42.6923
相生3号,42.5926
新湖祎海恒航一期,42.5366
汉景港湾3号,42.4603
大满贯,42.3773
景林全球基金,42.332
蓝海战略一号,42.1401
高毅利伟精选唯实,42.0808
卓凯一号,42.0198
潮金丰2号,41.9821
汉景港湾4号,41.9728
金石管理型基金,41.816
源乐晟双诚二号,41.7438
感叹号管理型6期,41.6195
今港成长1号,41.431
前锋基石1号,41.3333
欣筠和一期,41.2488
玖巴一号,41.194
源乐晟3期(富锦21号),41.1613
相生五号,41.0714
炜博领航,41.0426
景林全球专享子1号,40.9896
博致二期,40.8663
和赢核心1期,40.813
少数派19号,40.6504
河床相聚港股通精选,40.6087
源乐晟10期,40.4745
滚雪球价值精选01号,40.4603
同犇财通5期,40.3746
陨石掘金一号,40.3567
浙商汉景港湾1号,40.3194
少数派101号,40.2949
凤翔多利,40.2931
价值3期,40.2885
乾和资产纵横一号,40.2196
源乐晟12期,40.1367
私募工场静远轩,40.1051
东方新经济先锋1号,39.9637
同犇2期,39.9097
海通拓商一号,39.7463
博致一期,39.6825
源乐晟4期,39.594
前海旗隆对冲分级基金一期,39.579
智诚7期,39.5337
涌津涌赢3号,39.4965
紫荆怒放,39.4347
金蕴12期,39.4107
河床创新成长,39.1523
朴信创新1号,39.0977
刺猬1号,39.055
长牛分析1号,38.9442
高信百诺价值成长,38.8448
千合紫荆1号,38.73
东方医疗健康优选,38.5885
源乐晟2期,38.4769
凤翔长盈,38.4326
最具巴菲特潜力500倍基金12期,38.3513
德汇成长1期,38.2548
国泓稳健1期,38.2322
潮金丰1号,38.2258
同犇1期,38.1573
榕树陈氏,38.1252
守正笃行一期,38.0275
东方先进制造优选,37.9832
私募工场沐海,37.9586
长金9号,37.958
中汇金凯4期,37.9553
少数派17号,37.9544
恒泰辰丰港湾1期,37.9504
同犇6期,37.931
新方程望正精英鹏辉,37.8495
艾美谷成长,37.8186
磐耀三期,37.7596
乐晟股票精选,37.7138
广汇缘1号,37.6389
滚雪球1号,37.6215
广汇缘5号,37.595
财智生活启航一期,37.587
源乐晟11期,37.4916
拓商1号,37.4914
证大久盈旗舰1号,37.4368
东方消费服务优选,37.3729
私募工场肥尾价值一号,37.2881
中国价值线三号,37.253
马拉松一号,37.1021
少数派10号,37.0424
投资精英之景林A,37.0133
源乐晟7期,37.0124
铭远丝绸之路,36.8989
奕金安一期,36.8266
九霄稳健成长二号,36.8242
融通富国成长1号,36.7347
少数派7号,36.7037
斯同1号,36.6737
东方港湾创业成长,36.6559
华辉菁英176号,36.5834
源乐晟6期,36.5462
智诚19期,36.5359
91金融东方港湾价值1号,36.1969
高毅庆瑞6号,36.1823
少数派求是1号,36.1702
鹏华源乐晟1期,36.0771
润樽沪港通,36.0499
天迪价值,36.0459
少数派9号,35.9495
源沣进取2号,35.8818
滚雪球赢智一号,35.8209
虎贲开元一号,35.7816
璟恒一期,35.7617
德丰华1期,35.7523
私募学院菁英35号(价值套利稳健型一号),35.6608
少数派大浪淘金18号,35.6394
东方港湾马拉松二号,35.618
东方港湾03号,35.587
证大新视野,35.5828
湘军彭大帅4号,35.4762
天牧安心1号,35.3706
金砖悦力,35.3
榕树文明复兴三期,35.1681
智诚金牛,35.1309
源乐晟5期,35.1081
金砖资本7号,35.1
思悦1号,35.082
挚盟资本私募学院菁英189号,35.072
长金7号,35.0302
中汇金凯5期,35.0132
望正精英永欢1号,34.989
源乐晟12期,34.9287
