产品简称,当年收益%
昀沣3号,8.42
湘军彭大帅6号,94.3165
陨石掘金一号,76.1427
匀丰量化进取,52.025
卓林草原狼一号,47.9186
宝赢1号基金,47.3737
昱晟一号,46.2329
天成壹号,45.8074
荷花一号,38.8834
中汇金凯8期,38.4324
华策1号,37.1564
瓜牛的梦想,36.153
大黄蜂私募基金,35.9453
大禾投资掘金5号,35.5238
大黄蜂价值精选,34.5989
榕树一期,34.5691
长河畅达稳健1号,33.5892
奕歌元晟,33.1668
大禾投资掘金1号,32.8022
止于至善,32.5348
德胜量化对冲,32.2179
大满贯,30.895
刺猬1号,30.1832
长金4号,29.7329
雨山寻牛1号,29.2683
嘉禾二号,28.4774
嘉禾一号,28.3974
嘉禾三号,28.3568
希瓦小牛3号,28.1954
佳盈一期,28.1909
嘉禾四号,28.1192
祥瑞一号,27.8846
鼎晟投资1号,27.1814
希瓦小牛5号,26.949
冠源一号,26.9
私募学院菁英135号,26.4739
希瓦小牛1号,26.121
复仇者联盟,26.1
一村东临石,25.98
厚润德小市值三期,25.8815
红亨稳赢一期,25.83
私募工场静远轩,25.4816
锦程1号,25.4081
予曦一号,25.3
温瑞福3号,24.7806
盛信二期,24.6659
卓铸卓越1号,24.5071
富承成长基金1号,24.4158
飓风1号,24.359
鼎益丰天河1号,24.3405
天玑青翼一期,24.3243
龙远价值精选,24.3243
长金2号,24.321
锐越财富7号,24.2844
新阳壹号,24.2106
相生3号,23.2026
东方鼎泰2期,23.0855
博鸿元泰,22.97
仁灏开元,22.9333
私募工场股惑人生一期,22.6695
炽发顺势,22.4261
喜马拉雅基金,22.3943
至秦成长3号,22.012
天迪平稳增长2号,22.01
龙成1号,22.0062
聚利59号,22
德胜宝典,21.9067
中道汇承一期,21.8805
楹栖星火1号,21.788
嘉恳天启1号,21.661
成都红泰嘉盈一号,21.6486
宇鹏华新一号,21.5551
长金7号,21.5009
鸿夫一号,21.5005
宏莱价值进取一号,21.4876
锐进29号景林多元策略,21.3109
厚德致远价值(一期),21.2239
进化论复合策略一号,21.2057
高合稳进2号,21.0072
然成扬帆起航,20.841
前海创赢1号,20.8333
中科智1号,20.7595
汇杉稳健成长1号,20.73
君行5号,20.6356
比高添赢,20.5992
海雅基金,20.3947
景林优选2号,20.3341
东方点赞,20.279
水木毓秀15E,20.0869
融宏一号,19.6217
富恒精选三号,19.3611
鼎锋5期,19.3268
私募工场厚生和卓越成长,19.2553
成泉尊享一期,19.2119
恒升30号,19.0674
奥圣钱江一号,19.0668
璟恒五期,19.0128
凡得幸福战略并购,19.0017
恒升36号,18.9698
磐久价值一期,18.8743
蓝海战略一号,18.6692
斯同1号,18.6441
天迪平稳增长3号,18.56
嘉华盛裕银海1号,18.4791
赢家1号,18.4733
御泰恒业二号,18.4322
泽嘉丰盈1期,18.4216
高毅庆瑞6号,18.4173
阿甘1号,18.4133
长江基金,18.389
温瑞福5号,18.3742
长金9号,18.3202
河床创新成长,18.2896
国投汇金稳健一期,18.2851
智祥一号,18.2065
凤翔长盈,18.1989
富承高息基金1号,18.1775
景林稳健,18.0858
长金银信宝2期,18.0655
景林精选2号,18.04
至乐1号,18.012
萍聚投资恒昇一期,17.9897
八阳8号,17.9707
民享紫晶趋势1号,17.9539
禅龙金虎,17.9076
壹牛一期,17.8134
浔宝辉煌133号,17.7192
龟圣价值一号,17.6972
温瑞福4号,17.6353
智信景行昀卿成长一号,17.6259
浦来德天天开心对冲1号,17.6197
景林丰收,17.5827
潼骁慧福,17.561
小禹1期,17.5535
和熙19号,17.5534
银万丰泽1号,17.5332
财掌柜持股宝一号,17.5021
久铭稳健12号,17.4888
创赢转债杠杆对冲基金21号,17.4233
果实长期成长1号,17.4164
九强壹号,17.333
潮金丰2号,17.3277
鼎锋成长3期,17.2414
融满1号,17.2144
九疆财富三期1号,17.2043
高毅利伟精选唯实,17.1878
八阳6号,17.1127
私募学院菁英163号,17.0997
沣麟稳利1号,17.0829
岁寒知松柏1号,17.0319
领新安盈5号,16.9832
财林一期,16.8593
成泉汇涌一期,16.8103
丹阳对冲3期,16.7112
高信百诺1期,16.6725
中略恒兴一号,16.6667
喜洲兆良1号,16.6004
晓峰1号睿远,16.5966
鹏山长期回报1号,16.5581
证大久盈旗舰103号,16.4195
征和瑞森价值,16.3432
拓璞精选01号,16.2439
否极泰,16.2022
小市值精选策略一期,16.0692
桦斯俐新成长进取型1号,16.06
睿洪一号,16.0599
麦星,15.9868
天戈紫霞二号,15.9204
奕金安一期,15.7276
久富全球配置,15.7129
久铭稳健3号,15.6569
小树价值投资1号,15.5882
富承价值基金1号,15.5864
齐家科技先锋,15.5414
金太阳高毅国鹭1号崇远,15.541
汇创三期,15.5353
宝银创赢摇钱树股指自动化策略基金23号,15.5201
藏宝图福州1号,15.4995
卓凯一号,15.4749
金蕴16期,15.4648
源沣进取1号,15.4372
长金银信宝6期,15.4197
久铭稳健5号,15.3404
卓尔一号,15.3177
招商汇智之凤翔1号,15.3102
相聚上善一期,15.2395
瑞民策略精选五号,15.1955
今港优选,15.1822
私募工场亚洲价值长线回报,15.1525
菁英7号,15.0998
源和稳健成长1号,15.0707
润樽沪港通,15.0527
博虎瞰金,15.0077
榴莲1号,14.9855
望正精英鹏辉2号,14.9802
万象汇富八号,14.9388
软财富时代一号,14.9374
小市值精选二期,14.8648
万联证券拓璞2号,14.8444
细水菩提,14.8321
新思哲1期,14.752
大概率6号,14.7511
融创智富1号,14.7268
川行主观1号,14.7044
晶上稳增长1号,14.664
宏光1号,14.6355
久铭3号,14.6341
执耳医药,14.6336
鑫泉精选成长1期,14.5641
菁世2号,14.5612
天宝稳健二号,14.555
长牛分析1号,14.5418
奕金安2期,14.5406
私募工场龟圣一期,14.4647
凯顺2012,14.4163
浙商汉景港湾1号,14.3295
天弓2号,14.2683
融林捷1号,14.2265
融裕9号奕金安3期,14.2059
汇创稳健1号,14.2031
汇谷舒心1号,14.1892
同犇6期,14.1529
狼图腾2号,14.1012
明源金财1号,14.04
鼎锋10期,14.016
私募学院菁英253号,14.003
金钥匙东方港湾港股通1号,13.9842
汉景港湾4号,13.9643
林孚5号,13.9241
乾倍壹号,13.8889
石锋资产笃行一号,13.8277
汉景港湾3号,13.7566
珺墀价值甄选,13.7424
凤翔绝对收益,13.7049
赢动先锋,13.691
天道共赢6号(多策略),13.6653
汇利优选10期,13.6624
温瑞福菁英,13.662
国道小虎,13.6593
滚雪球四方稳盈1号,13.6552
枫池稳健,13.6386
赤子之心单一信托,13.6174
长江汉景港湾1号,13.5354
泽堃价值1号,13.4656
倍霖山绝对回报1号,13.4454
锐进25期盈信瑞峰股票多空尊享系列,13.4223
鸿腾一号,13.3891
同犇智慧1号,13.3887
惊蛰,13.3865
同犇尊享1号,13.3766
质嘉二期,13.3693
万顺通二号,13.3674
远见者1期,13.2947
成恩五号,13.2799
谙盈一号,13.2635
益谙投资,13.2635
永升致远1期,13.2095
晟维成长,13.197
天谷价值精选一号,13.1957
恒添新青年四号,13.189
榕树文明复兴三期,13.1776
民享紫晶稳健1号,13.163
天谷深度价值一号,13.1142
方程式一号,13.1095
赤子之心招商单一信托,12.982
东方港湾创业成长,12.9689
粤骏盈丰1号,12.9223
天迪价值,12.9161
曦微成长2期,12.8279
东方晨星10号,12.8257
汉和资本3期,12.7767
比高德赢,12.7528
英创本安1号,12.7421
同犇财通5期,12.7404
厚德载物1号,12.6867
倍霖山绝对收益2号,12.6333
红奶酪,12.6108
东方雪灯,12.5855
滚雪球价值精选2号,12.5397
神农老院子基金,12.5134
家族财富传承长期复利增长一期,12.5126
晟维汇智,12.4872
万顺通一号,12.4785
麦田飞龙一号基金,12.4604
牛金价值,12.4146
万丰友方贯富添利3期A,12.3748
乾道慧鑫1号,12.35
中投永富进取一号,12.3288
鹏石硕1号,12.2995
私募学院菁英171号,12.2662
双牛私募基金,12.2655
相聚芒格一期,12.2633
普尔聚鑫,12.2449
新思哲成长基金,12.2404
明达,12.2353
南海增长动力,12.2293
利得汉景1期,12.2288
观富丰穰1号,12.1988
藏元汇顶理元亨3号,12.173
东方鼎泰1期,12.1691
久铭稳健19号,12.15
中泰世域三期,12.0976
博复达3号,12.0749
金石管理型基金,12.0669
新方程相聚精选,12.0553
苏州鲲鹏一号,12.0518
睿华一号,12.0398
博鸿成长2号,12.0301
