产品简称,当年收益%
道谊量化增强1期,-0.02
金海10号,-0.02
彩池量化择时1期,-0.02
锐集一号,-0.03
稳健流动性管理,-0.04
价值精选8号,-0.04
千象成长1号,-0.06
融智新锐10期(泽泉投资),-0.06
海银国信红岭量化精选,-0.1
中粮稳进1号,-0.1
珠池量化稳健投资母基..,-0.1
浙商睿丰二期,-0.1
三一资本明珠1号,-0.1
龙隐1号,-0.1
万盟盛世1号,-0.1
旭升1号,-0.1
泽泉涨停板1号,-0.11
上善神州牧1号,-0.11
神州牧1号,-0.11
中信宏量2号,-0.12
世钰5期,-0.12
金摇篮-信盈债券投资,-0.13
剡溪源五号,-0.14
盈融达量化对冲1期专项,-0.14
中金蓝海财纳易证券投..,-0.14
鸿逸安泰二号基金,-0.15
联讯三板汇1号,-0.15
宝丰源3期,-0.15
健康生活主题优粤2号..,-0.15
盈融达量化对冲1期,-0.16
剡溪源三号,-0.17
英飞投资1号,-0.18
泽泉盛辉,-0.19
泽泉信德,-0.19
泽泉景渤财富,-0.2
珠池量化稳健投资母基..,-0.2
金柏1期,-0.2
灼华价值投资1号证券..,-0.21
九投象一号,-0.21
江阴睿信主题成长1期,-0.22
中风投一号,-0.23
通和进取1号,-0.23
坤元TOT,-0.26
厚品资产复利一号,-0.27
江阴睿信主题成长2期,-0.27
华安量成量化对冲1号,-0.28
九悦尊享,-0.28
兴福TOP量化优选30,-0.28
国泰君安君享新利七号,-0.29
来兴3号,-0.3
乾元泰和12号,-0.3
壹财富量化1号,-0.3
龙成1号,-0.3
开拓者量化趋势对冲1号,-0.31
天风证赢1号,-0.31
广州鲲鹏新兴行业精选..,-0.31
浙江文熙明曜套利1号,-0.32
天风源泽添1号,-0.33
天风证赢2号,-0.33
天风源泽添3号,-0.34
天风源泽添2号,-0.34
天风源泽添4号,-0.34
天风源泽添5号,-0.34
道睿择2期,-0.34
恒山2号,-0.35
优胜回报1期,-0.36
宽投量化对冲1号,-0.38
永隆量化趋势,-0.38
宝丰一号,-0.39
正前方国金财富量化对..,-0.39
金辇精选1号,-0.4
金星1期,-0.4
格上稳盈量化对冲2号,-0.4
格上稳盈量化对冲1号,-0.4
钜和共赢1号,-0.4
丰岭精选,-0.43
国泰君安君享对冲一号,-0.46
黑天鹅猎户座2号,-0.47
红宝石(上信-E-1306),-0.47
或然赋利1期,-0.48
银帆2期,-0.49
正和新融1号,-0.5
西润聚金量化1号,-0.51
信达星云一号,-0.53
浦江之星103号二期,-0.58
菩提成长1号,-0.59
德骏核心1号,-0.59
天发2号,-0.61
国宏东升1号,-0.65
银帆8期,-0.67
聚米1期,-0.68
国信红岭量化,-0.68
工银量化恒盛精选A类2..,-0.69
盛运德诚趋势5号,-0.69
摩旗多因子阿尔法量化..,-0.69
德邦慧选1号,-0.7
浅湖1号,-0.71
胜达成长4期,-0.72
八零后一期,-0.72
冰剑1号,-0.74
渤海汇富量化宝3号,-0.75
大麓投资1期,-0.75
国泰君安君享对冲二号,-0.76
长江超越理财量化6号,-0.79
瀚信九零7号,-0.79
若愚量化动态对冲1期,-0.79
泽泉福虹财富,-0.79
稳健成长1号,-0.79
财富广金恒富5号,-0.8
财智生活启航一期,-0.8
万泉易德1号,-0.81
安民2号,-0.84
发现2号,-0.84
锃亮一期,-0.84
共盈凯石喜洋洋,-0.86
同威3期,-0.92
道谊稳进,-0.96
汇祥3号,-0.96
佳泰得量化价值1号,-0.96
龙腾汇金1号,-0.97
摩旗阿尔法量化1号,-0.98
成功乐享2号,-0.99
银帆3期,-1.01
青骓西格玛套利一期,-1.01
华福兴发新成长,-1.03
金牡丹道谊稳健,-1.04
探骊,-1.05
英卓量化期旺精选,-1.06
中金对冲1号,-1.06
钰淞(精选一期),-1.07
永安量化对冲与趋势组..,-1.08
东源嘉盈七期,-1.09
华英绝对回报A,-1.1
元普对冲8号B,-1.11
天马,-1.11
融惠优选3期-3号投资..,-1.12
万丰友方避险增值1期,-1.12
三略价值成长,-1.12
招商汇智之天马领航,-1.13
正弘2号,-1.14
融裕二期,-1.14
尖沣志远,-1.19
泰德量化1号,-1.2
毅扬2期,-1.22
三略稳健增值,-1.25
多策略优选4号,-1.27
国泰君安君享新利三号,-1.27
中山宝睿精选,-1.28
山西对冲精选1号,-1.29
陆家嘴财富量化对冲1期,-1.3
今赫基业1号,-1.32
浅湖2号,-1.34
旭诺成长择时对冲一号,-1.38
工银量化恒盛精选A类4期,-1.39
倚天瀚海雄风19号,-1.41
摩旗量化多因子阿尔法,-1.41
牛行一号,-1.42
摩旗永安多因子量化1号,-1.45
领新佰顺资产2号,-1.46
天倚道天道3号稳定成长,-1.46
鼎实量化FOF一期,-1.49
波若精选1期,-1.49
合赢2期,-1.54
苦行僧2号,-1.54
鸿然2号,-1.56
中金对冲6号,-1.57
中金对冲3号,-1.57
菁英时代优选5号,-1.57
嘉禾量化1号,-1.58
敬勤三期,-1.6
中金对冲5号,-1.61
金楠聚富1期,-1.61
金蕴71期(同创佳业一期),-1.62
工银量化恒盛精选D类1..,-1.62
贝富盛第二期,-1.66
厚道量化对冲1号,-1.66
君泽擎松灵活配置一号,-1.66
万丰友方稳健成长1期,-1.67
宝盈伟成一号,-1.67
银垒成长1号,-1.69
勤晟泓熹价值,-1.7
怀真众富一号,-1.72
万丰友方避险增值2期,-1.73
十万起家投资基金1号,-1.75
金诚富利1期,-1.77
赢隆8期,-1.77
西藏同信同心吉祥中睿..,-1.78
中睿合银策略1号,-1.78
中金对冲10号,-1.79
静明对冲一期,-1.8
牟合量化1期,-1.81
知钱青云1号,-1.81
万丰友方贯升2号,-1.82
若愚量化动态对冲2期,-1.84
宽桥沪深300指数对冲..,-1.84
若愚量化动态对冲3期,-1.84
招商创赢1号,-1.84
美都勤远量化1号,-1.85
青岛晟石,-1.86
炜博领航,-1.87
万丰友方贯富添利3期A,-1.87
恒天真鑫赢嘉一号,-1.88
资瑞兴一号,-1.9
价值稳健,-1.91
宝丰源1期,-1.91
胜达成长2期,-1.94
摩通成长1号,-1.95
国泰君安君享新利二号,-1.96
汇创启航1号,-1.96
理成风景7号,-1.99
南岳八号,-1.99
华骏海石2号,-2
摩旗多因子量化2号资..,-2
华福兴发精选,-2
远达财富决策先机混合型,-2.01
金百临量化对冲1号,-2.02
金通量化对冲1号,-2.02
兆信1期,-2.05
上善若水振华5期,-2.05
长余9号金圣成长,-2.05
健康生活主题优粤2号..,-2.06
众劦才华三号,-2.06
智博方略2期(续),-2.06
民森先进生产力4号,-2.07
理成转子15号,-2.08
普邦恒升(华金1期),-2.08
新湖祎海恒航一期,-2.13
嘉和对冲1号,-2.14
元普月月盈5号,-2.14
健康生活主题优粤2号..,-2.2
少数派8号,-2.22
华骏海石1号,-2.22
中金对冲9号,-2.23
资本运作1期,-2.28
中国价值线二号,-2.31
亘盈稳健,-2.31
创海富信5号,-2.33
神农长空集母基金,-2.34
鑫安3期,-2.34
瑞达起航一号,-2.35
金百镕1期,-2.36
毅和明黄金2号,-2.37
嘉华盛裕银海1号,-2.41
珠池量化进取1期,-2.41
创东方鑫隆1号,-2.42
万丰友方稳健成长3期,-2.43
融汇32号,-2.43
广金恒富2号,-2.47
小禹1期,-2.48
万丰友方兆业,-2.48
理想1号,-2.5
惠衍2号,-2.51
得一优选成长1号,-2.53
稳逸6号,-2.53
天马量化1期,-2.56
私募学院菁英55号,-2.59
湘财资本1号,-2.59
天勤3号,-2.61
菩提成长8号,-2.61
华炎晨星,-2.61
以太量化1号基金,-2.61
神农长空集基金,-2.62
拓达1号,-2.62
日出财富主题优选一号,-2.62
腾逸01号,-2.63
领源春天一号,-2.64
励石2号,-2.65
贝富盛一期,-2.66
道亨对冲1号,-2.67
lighthorse稳健增长,-2.7
天信万霁1期,-2.7
华邦增长1号,-2.7
佳盈二期,-2.71
滚雪球赢智一号,-2.72
巴克夏月月利1号,-2.73
鑫安1期,-2.75
建泓绝对收益一号,-2.76
鑫安9期,-2.76
德邦三板启航1号,-2.8
广金恒富7号,-2.8
智博方略快乐人生1号,-2.81
霸王龙1号,-2.81
高梧1号,-2.84
万丰友方稳健成长2期,-2.84
艾亿新融步步赢二号,-2.85
中垒一号,-2.86
汇祥1号,-2.86
道睿择1期,-2.87
鑫安2期,-2.89
倍霖山如意一号,-2.89
工银量化恒盛精选D类2..,-2.91
科乐对冲1号,-2.94
胜达成长3期,-2.94
拙进量化8号,-2.97
笃道1期,-2.98
鑫安12期,-2.98
金百镕6期,-2.98
敏锐3号,-3
信投鼎利15号,-3
新富量化稳盈10号,-3.01
华尔进取2号,-3.01
麟佼开元多策略混合型..,-3.02
峪源量化多策略资产,-3.03
禾永远见平台共享,-3.04
金百镕5期,-3.05
五道资本弘历1期,-3.05
国泰君安君享新利一号,-3.06
尊岳进取5号,-3.07
橡谷成长一号,-3.08
金蕴50期(海润达),-3.08
华洲五号,-3.09
中睿合银弈势3号对冲..,-3.12
元达信财富尊享1期,-3.12
尊岳进取3号,-3.13
科乐证券1号,-3.13
前海青藤一号,-3.14
中睿合银策略优选1号..,-3.14
后羿睿盈一期,-3.15
中睿合银弈势4号,-3.16
旭诚辉煌,-3.16
东方鼎泰1期,-3.17
港信新时代3号,-3.19
慧安财富三期,-3.2
洵源趋势波动,-3.2
朝阳中睿专享1号,-3.22
慧安财富一期,-3.24
前道丰收1号,-3.29
元亨1号,-3.31
明河科技改变生活,-3.31
和聚兴享1期,-3.33
理成专户4号,-3.35
慧安6号,-3.35
中国龙平衡对冲增强,-3.38
乾阳时势基金,-3.39
财源广聚量化1号,-3.41
金马君盛1号,-3.41
颐盛精进01号,-3.44
颐盛精进1号,-3.44
量道趋势1号,-3.44
朴道千里量化CTA,-3.45
汇祥4号,-3.46
搏股通金2号二期,-3.47
振华刘宏量化对冲5号,-3.47
中信红利价值增强1号,-3.47
大钧盛世精选主题,-3.47
慧安财富二期,-3.49
增长1号,-3.49
国道量化基金二号,-3.49
长金银信宝6期,-3.49
赢隆9号,-3.5
萤火虫1号,-3.53
平安阖鼎对冲优选系数..,-3.54
中环港沪深对冲基金,-3.54
中睿合银弈势系列A号,-3.55
平安阖鼎对冲优选系数..,-3.55
平安阖鼎对冲优选系数..,-3.55
平安阖鼎对冲优选系数..,-3.55
东方点石1号,-3.56
搏股通金2号三期,-3.58
中睿合银弈势1号对冲..,-3.58
聚盈1号,-3.59
金元日鑫基金,-3.6
富定量化对冲1号,-3.6
长河畅达稳健1号,-3.61
慧安2号,-3.62
温瑞福2号,-3.62
执盈二号,-3.63
淘利策略指数轮动3号..,-3.63
聚沣1期,-3.65
河东定风波中国基金,-3.68
慧安9号,-3.68
论德1期,-3.69
上善若水厚德稳健,-3.69
私募学院菁英99号,-3.71
国昌投资1号,-3.71
慧安1号,-3.72
双隆量化7号,-3.76
海汇1号,-3.77
彼林乃尔主题精选2期A,-3.79
正前方五福临门量化对..,-3.8
和聚12期,-3.81
慧安3号,-3.81
迈隆1号,-3.82
颢瀚稳健一期,-3.83
钱塘盛世,-3.85
拙进量化4号,-3.9
私募学院菁英35号,-3.9
上善若水厚德1期,-3.91
源乘一号,-3.93
环球巨富量化资管3号,-3.93
国金工银量化恒盛精选..,-3.94
上善若水厚德2期,-3.94
汇创稳健一号,-3.94
传家堡3号,-3.95
广金稳健01期,-3.95
倚天越女剑15号,-3.99
明德1号,-3.99
天生桥A股投资基金二期,-4.01
昆仑二十八号,-4.02
资富精鉴基金,-4.04
自然道量化1期,-4.05
知几投资灵活配置1期,-4.08
中睿合银策略精选1号,-4.09
大般若1号,-4.12
励远1期,-4.14
冰剑7号,-4.15
大虎A股1号,-4.15
同瑞汇金1期,-4.17
量道开普勒1号,-4.17
和聚光明1号,-4.18
东方港湾2号,-4.18
巨鹿1期,-4.21
睿源1号,-4.22
融智广发滚雪球1号,-4.22
万永2期,-4.22
广发银来汉景港湾1号,-4.23
融惠优选3期-1号投资..,-4.27
平稳增值1号,-4.27
春言一期,-4.28
归富长乐1号,-4.3
冬泉谷对冲1号,-4.31
国泰君安兴富进取2期..,-4.33
融璇趋势1号,-4.35
译发基金1期,-4.35
时鸣1号,-4.38
远望5号,-4.4
金沙海枫,-4.4
冰剑12号,-4.41
汉景港湾投360一号,-4.41
安越1号,-4.41
金钥匙东方港湾港股通..,-4.41
和聚商享1期B,-4.43
和聚商享1期A,-4.43
和聚商享1期,-4.43
股指量化对冲一期,-4.43
渊源二号,-4.44
东方港湾成长基金,-4.44
海棠,-4.45
仓红1号灵活进取,-4.45
日昇1号,-4.48
宇迪钱王山1号,-4.49
雄资壹号,-4.49
红岸量化精选1号,-4.49
策牛成长1号投资基金,-4.5
少数派求是1号,-4.5
民晟红鹭系列之4期,-4.53
游马地2号,-4.53
融通资本汉景港湾2号,-4.54
柯林金手指6号,-4.54
君一对冲,-4.54
东方贝格一号,-4.55
丰岭稳健成长1期,-4.56
名禹灵越,-4.57
航长常春藤2号,-4.57
毅和明黄金1号,-4.57
和聚民享1号,-4.58
91金融东方港湾价值1号,-4.58
万晟正朗,-4.59
道枢股票对冲2号,-4.6
长江元成长1号,-4.62
冰剑8号,-4.62
冰剑10号,-4.62
中信海外投资1号,-4.62
冰剑9号,-4.63
东源嘉盈六期,-4.63
私募学院菁英43号,-4.64
丰利中经乾宁策略轮动..,-4.64
冰剑2号,-4.66
旭诚十期,-4.66
景泰复利回报十期,-4.67
歌斐诺宝精英组合管理..,-4.67
国金中国龙进取2号,-4.68
东方港湾3号,-4.68
东方港湾03号,-4.68
淡水泉卓越1期,-4.68
海燕全天候回报1期基金,-4.68
中国龙价值对冲1号,-4.7
宁聚满天星2期,-4.71
旭诚五期,-4.74
知钱神农1号,-4.75
鼎熙稳健成长1号,-4.76
融通资本盈冠东方汉景..,-4.76
鑫兰瑞,-4.77
源沣长征,-4.8
安晟,-4.81
东方港湾1期,-4.82
盛世景10号,-4.83
泰唯信价值增长股票型,-4.84
幸福1号,-4.84
金田龙盛,-4.84
东方港湾马拉松,-4.84
红宝石(上信-H-1003),-4.86
瀚信九零2号,-4.87
金元日鑫2号基金,-4.88
归富成长复兴二号,-4.88
恒益富通3号,-4.9
搏股通金2号,-4.9
少数派7号,-4.92
磐耀五期,-4.93
搏股通金2号特定,-4.93
陆宝点金精选,-4.93
深国投-新同方信托,-4.93
华西神农复兴,-4.94
知几投资灵活配置3期,-4.96
泽谷璟升1号,-5
大岩量化1号,-5
大岩量化1号,-5
源代码木星1号,-5
龙腾钱潮2号,-5
国道量化基金一号,-5.03
名禹1期,-5.03
沣京成长精选一期,-5.05
金海3号,-5.06
冰剑5号,-5.06
慧安12号,-5.07
中兴汇金3期,-5.09
东兴港湾1号,-5.11
格林大华伯利恒1期,-5.12
中睿合银二期,-5.12
明见2号,-5.13
高傅汉景港湾1号,-5.17
中睿合银弈势2号对冲..,-5.18
臻禾稳健成长一期,-5.2
知钱青云2号,-5.2
辰景港湾1号,-5.2
华鼎时代量化对冲基金,-5.21
归富成长复兴三号,-5.24
申孚1号,-5.24
中睿合银15期,-5.25
中睿合银8期,-5.27
中证和璞新成长1号,-5.27
汇信-盈象1号,-5.27
胜数量化2号,-5.27
中睿吉祥管家一期,-5.28
巨杉净值线5F号,-5.31
巨杉净值线5A号,-5.31
东北证券融智2号,-5.31
珠池量化进取投资基金..,-5.33
航长常春藤,-5.33
莞一对冲,-5.35
国投大盈一号,-5.35
东达价值增长一期,-5.35
双赢6期(涌金),-5.35
冰剑6号,-5.36
融惠优选3期之专享2期,-5.37
融惠优选3期,-5.38
融惠优选专享1期,-5.38
瀚信稳健1期,-5.38
唐泓优选2号,-5.38
荣晟达2号,-5.4
巨杉净值线5C号,-5.41
巨杉净值线5D号,-5.41
巨杉净值线5B号,-5.41
鑫兰瑞二期,-5.41
巨杉净值线5E号,-5.42
乐得鹭岛1号,-5.42
上海量化多策略对冲1号,-5.43
金狮155号,-5.44
信一对冲,-5.45
汇信-惠正3号,-5.45
红枫,-5.46
东方港湾利得汉景1期,-5.46
睿策3期之睿策专享5期,-5.47
睿策3期之睿策专享2期,-5.47
睿策3期之睿策专享4期,-5.47
睿策3期之睿策专享1期,-5.48
中金家族1号,-5.48
睿策3期之睿策专享3期,-5.48
承泽股票二号基金,-5.48
卓盈01号,-5.49
玖瀛多空策略,-5.49
小熊猫量化2号,-5.49
华洲六号,-5.49
铜爵战略新兴产业1号,-5.52
铜爵战略新兴产业1号..,-5.52
磐耀四期,-5.54
量化多策略对冲基金2号,-5.58
南方海慧一号,-5.59
名禹稳健增长,-5.6
金苏投资远望2号,-5.61
中兴汇金4期,-5.62
聚金1号,-5.63
合德丰泰,-5.63
圣盾成长1号,-5.64
龙江红1期,-5.65
厚恩恒山基金,-5.65
天融回报二号,-5.7
玖瀛多空策略一期,-5.7
玖瀛多空策略五期,-5.7
玖瀛多空策略三期,-5.7
创海富信1号,-5.71
远望角投资1期,-5.72
沁源成长,-5.73
西藏明曜聚富三号,-5.75
华尔进取1号,-5.76
丰岭远航母基金,-5.77
金太阳高毅国鹭1号崇远,-5.77
易同成长,-5.78
时鸣2号,-5.79
信复创值3号,-5.79
冰剑3号,-5.8
中联投资明星1期,-5.8
宏升远望6号,-5.8
论德成长,-5.8
逍遥量化3期,-5.81
东方港湾价值投资2号,-5.82
旭诺成长对冲2号,-5.84
金海2号,-5.85
浙商汉景港湾1号,-5.85
和聚国享1期,-5.87
量化友谊一号,-5.9
瀚信稳健2期,-5.9
前瞻8号,-5.93
泰石麦哲伦投资基金,-5.93
西藏明曜聚富二号,-5.95
潼骁成长精选二期,-5.95
黄金优选28期13号,-5.98
黄金优选28期12号,-5.99
鹏辉1号,-5.99
九霄投资稳健成长二号,-6
黄金优选28期1号,-6
天谋富龙1期,-6
振华刘宏量化对冲2号,-6
黄金优选28期2号,-6
黄金优选28期7号,-6.01
新同方乘风基金1号,-6.01
黄金优选28期4号,-6.02
黄金优选28期3号,-6.02
黄金优选28期6号,-6.02
诺亚高毅国鹭1号尚远2..,-6.02
黄金优选28期11号,-6.02
黄金优选28期5号,-6.02
黄金优选28期10号,-6.03
诺亚高毅国鹭1号尚远1..,-6.03
诺亚高毅国鹭1号尚远1..,-6.03
诺亚高毅国鹭1号尚远1..,-6.03
诺亚高毅国鹭1号尚远1..,-6.03
黄金优选28期8号,-6.03
金蕴28期(神农春生),-6.03
前海一线对冲,-6.03
黄金优选28期9号,-6.03
汇信-惠正4号,-6.04
沣杨优选,-6.05
悟空量化对冲6期,-6.05
中投盈科下午茶安心基..,-6.06
睿策诺亚对冲,-6.07
华康集合1期,-6.07
歌斐诺宝精英组合管理..,-6.08
宏升远望3号,-6.1
冰剑11号,-6.1
凯诺合盈1号,-6.12
升阳2期,-6.14
睿策1期,-6.14
永瑞4号,-6.15
股票优选9号,-6.16
睿策诺亚对冲专享1期,-6.18
睿策诺亚对冲专享4期,-6.18
睿策诺亚对冲专享7期,-6.18
睿策诺亚对冲专享8期,-6.18
睿策诺亚对冲专享9期,-6.18
睿策诺亚对冲专享5期,-6.18
睿策诺亚对冲专享3期,-6.18
睿策诺亚对冲专享6期,-6.18
睿策诺亚对冲专享2期,-6.18
睿策诺亚对冲专享10期,-6.19
睿策诺亚对冲专享11期,-6.19
睿策诺亚对冲专享12期,-6.19
睿策诺亚对冲专享13期,-6.2
申孚6号,-6.2
朗博信价值投机股票型..,-6.2
睿策2期,-6.21
钱江一号,-6.22
瑞业兆富一号,-6.22
睿策3期,-6.23
知几投资灵活配置2期,-6.24
国金慧泉多策略2号,-6.25
磐耀三期,-6.26
广州猎鹰1号,-6.28
光大资产权益类B,-6.31
神农价值精选1号,-6.32
七彩祥云-传奇,-6.32
信复创值2号,-6.33
鼎鑫壹号,-6.36
中鼎创富量化对冲二期,-6.36
太阳帆投资基金,-6.37
投资精英之博道,-6.4
投资精英之博道,-6.4
先锋1号,-6.4
中欧瑞博1期,-6.41
易安菁英121号,-6.44
汇远,-6.45
财浪扬帆一号,-6.45
翼虎成长7期,-6.46
尊岳进取2号,-6.46
对冲精英之睿策四期A,-6.49
思悦1号,-6.5
汇信-鑫富越2号,-6.51
兆西财富9号,-6.52
海子以梦为马1号,-6.52
翼虎成长1期,-6.52
涵德量化稳健从基金1号,-6.55
博约一期投资基金,-6.56
衍航5号主题行业轮动,-6.56
铜爵之强国重器2号,-6.57
望正鹏辉,-6.6
恺俊投资1号,-6.61
相聚顺为1期,-6.61
神农1期,-6.64
融通资本汉景港湾1号,-6.64
巨杉银信宝十期,-6.65
国泰君安君享新利六号,-6.68
引玉1期,-6.71
睿策量化2期,-6.71
景林创新,-6.72
融智坤朗仁玺邦一期,-6.72
安盈优选2号,-6.72
江西汉卿量化2期,-6.72
华英今日投资66,-6.74
兆丰禾1号,-6.74
论德2期,-6.74
伯洋三期,-6.78
凯石量化选股1号,-6.78
易同精选2号,-6.78
翼虎成长5期,-6.8
量华1号,-6.84
兴证鑫享8号,-6.84
对冲优选4期4号,-6.85
木铎金声基金,-6.85
海中湾开泰6号,-6.85
鼎锋8期,-6.86
护城河3号基金,-6.89
通度1号,-6.89
七彩祥云-华西1号,-6.89
汇信-景恒先锋,-6.9
中兴汇金2期,-6.9
新风口价值优选1号,-6.92
对冲优选4期2号,-6.92
对冲优选4期9号,-6.93
易同精选1号,-6.93
对冲精英之睿策六期A,-6.94
对冲精英之睿策二期,-6.94
对冲优选4期6号,-6.94
榕树文明复兴,-6.95
深圳广汇缘5号基金,-6.97
元亨5号,-6.99
质嘉尊享A,-7
融惠5期(浦来德2号),-7
汇信-中欧瑞博5号,-7.01
诚盛1期,-7.01
长城创蓝筹1号,-7.03
对冲优选4期7号,-7.03
对冲优选4期8号,-7.04
对冲优选4期3号,-7.04
对冲精英之睿策三期A,-7.05
对冲精英之睿策三期,-7.05
对冲精英之睿策三期B,-7.05
对冲优选4期1号,-7.05
对冲精英之睿策,-7.05
对冲精英之睿策三期I,-7.05
对冲优选4期10号,-7.05
多空策略1号,-7.07
近山量化定增套利一期,-7.08
瑞智无忧共赢1号,-7.09
瀚信成长4期,-7.11
歌斐诺宝精英组合管理..,-7.12
榕树文明复兴二期,-7.12
大岩量化平衡1号,-7.14
勤远1号,-7.16
承源07号,-7.19
迪龙投资1号,-7.19
神农尊享L期,-7.2
神农尊享K期,-7.2
神农尊享H期,-7.2
神农尊享D期,-7.2
神农尊享P期,-7.2
神农尊享F期,-7.2
神农尊享M期,-7.2
神农尊享O期,-7.2
神农尊享E期,-7.2
神农尊享I期,-7.2
神农尊享R期,-7.2
神农尊享T期,-7.2
神农尊享S期,-7.2
神农尊享B期,-7.2
神农尊享A期,-7.2
神农尊享G期,-7.2
