产品简称,当年收益%
天成壹号,303.5751
雨山寻牛1号,287.8049
优波基金,217.1772
冬拓三号,209.4
否极泰,200.5048
川行主观1号,187.9564
天谷价值精选一号,165.383
喜马拉雅基金,165.2079
希瓦小牛3号,161.39
天谷至诚1号,157.46
高合稳进2号,154.2176
红林菁英212号,154.131
谦颐稳健防御1号,151.2772
天谷至诚2号,146.65
希瓦小牛5号,142.6906
希瓦小牛1号,141.1914
美港基金,140.4332
璟恒五期,139.1864
长江基金,135.2776
涌津涌鑫6号,125.433
私募工场天猊2号,122.0524
绎富战略新成长101基金,120.9753
天谷深度价值一号,120.19
成泉汇涌一期,118.5345
冠丰糖糖1号,115.6372
湘军彭大帅6号,113.7563
卓凯二号,110.3405
冠源一号,108.4
红亨稳赢一期,105.7314
复胜正能量一期,103.3738
蓝海战略一号,100.9521
中都一号,100.827
匀丰量化进取,96.7971
私募工场荔慎稳健成长一号,95.8824
优波喜马拉雅2号,95.331
涌津涌鑫3号,94.6558
汇杉稳健成长1号,94.34
刺猬1号,91.514
涌津涌赢8号,91.3373
林园投资2号,91.28
赛亚成长1号,90.8359
诚朴息壤一号,89.3414
涌津涌赢1号,88.9423
涌津涌赢2号,88.6313
马拉松全球,87.8817
泽升优选成长1期,87.503
新湖祎海恒航一期,84.1951
林园投资1号,83.07
善从骏富丰华一号,83.0398
大禾投资掘金5号,82.2857
予曦一号,82.2
锐进29号景林多元策略,78.8273
涌津涌鑫4号,78.6596
中汇金凯8期,78.4956
今港优选,77.6289
共泰投资1号,77.5
少数派102号,76.0656
卓凯一号,76.0328
九霄稳健成长二号,75.9821
大禾投资掘金1号,75.9138
卓铸卓越1号,75.8684
陶朱稳健增长一号,75.84
成泉汇涌二期,75.6717
金连接滚雪球12号,75.6349
利得汉景1期,74.6382
金钥匙东方港湾港股通2号,74.359
金钥匙东方港湾港股通1号,74.2744
私募学院菁英24号,74.1008
涌津博学稳健,73.9542
万象汇富八号,73.6327
泾溪佳盈3号,72.5887
久铭3号,72.491
奕歌元晟,72.2278
惜缘1期,71.9686
青榕中华,71.4134
和盛丰悦1号,71.1737
望正精英鹏辉2号,71.131
紫金港6号灵活策略,70.8543
添益一号,70.7602
赛亚美纯基金,70.6642
长金4号,70.4012
高信百诺1期,69.9461
同犇尊享2号,69.7091
同犇智慧1号,69.658
抱朴一号,69.6383
泽升优选成长2期,69.2678
中国价值线一号,69.0702
信缘一期,68.5
嘉禾四号,68.1291
万顺通二号,67.9806
景林优选2号,67.7909
望正基石投资一号,67.7013
望正鹏辉,67.5273
腾龙一号,67.466
成泉风险缓冲1期,67.4251
涌津涌赢4号,67.4056
进化论复合策略一号,67.3778
贝莱德前海,66.6459
涌津博学稳进,66.614
长江汉景港湾1号,66.2928
海通拓商一号,66.2791
止于至善,66.1807
紫金港7号灵活策略,65.9517
望正精英浩然1号,65.8416
上元3号,65.7615
泽嘉丰盈1期,65.5304
盈阳二十二号,65.3924
中金银海凤凰一号,65.2977
河床相聚港股通精选,65.2935
浙商汉景港湾1号,64.9929
91金融东方港湾价值1号,64.8335
东方港湾03号,64.6581
财掌柜种子基金一号,64.552
证大久盈旗舰5号,64.5489
广汇缘3号,64.5377
涌津涌赢6号,64.3725
私募学院菁英135号,64.3406
同犇尊享1号,64.1593
少数派26号,63.814
卓晔1号,63.4615
今港成长1号,63.4211
汉景港湾3号,63.3598
涌津涌鑫5号,63.2889
滚雪球1号基金,63.2831
藏宝图永州1号,63.1922
久铭2号,63.0979
成泉2期,63.0018
上元1号,62.9581
沃蓝一期,62.6856
汉景港湾4号,62.3136
东方新经济先锋1号,62.1253
东方港湾2号,62.062
星台1号,61.5707
潮金丰2号,61.5232
景林稳健,61.4
景林精选2号,61.32
千帆二期,61.236
大鹏湾财富三期,61.0487
马拉松一号,60.9221
高信百诺价值成长,60.794
同犇6期,60.5297
中国价值线二号,60.5061
偕沣稳健一号,60.4352
东方港湾创业成长,60.343
嘉禾三号,60.3252
滚雪球四方稳盈1号,60.0786
高毅庆瑞6号,60.0192
景林全球基金,59.8853
金蕴12期,59.7442
朴信创新1号,59.6491
乾和资产纵横二号,59.608
东方医疗健康优选,59.3951
晓峰1号睿远,59.2574
藏宝图福州1号,59.0225
成恩三号,58.9444
坚实1号,58.871
恒泰辰丰港湾1期,58.8268
上河2号,58.7998
东方港湾马拉松二号,58.6517
长金银信宝6期,58.4832
成泉风险缓冲3期,58.3571
仁灏开元,58.1913
万顺通一号,58.1756
中金银海稳健增长,57.9825
景林全球专享子1号,57.9659
阿甘1号,57.7858
久铭稳利2号,57.758
拓商1号,57.7521
同犇财通5期,57.6322
福建滚雪球融晨1号,57.3198
涌津涌赢7号,57.2951
恒丰一号,57.2597
广汇缘1号,57.1068
福建滚雪球千里马1号,56.9207
辰景港湾1号,56.806
东方先进制造优选,56.3866
丰源正鑫正鑫一号,56.355
长河畅达稳健1号,56.1148
蓝筹2期,55.9813
源乐晟10期,55.9421
融通汉景港湾1号,55.6671
奕金安一期,55.573
盈冠东方汉景1号,55.4361
滚雪球价值精选,55.3871
长金9号,55.326
东方消费服务优选,55.2542
广汇缘5号,55.1873
同犇2期,55.133
私募工场亚洲价值长线回报,55.0468
潮金丰1号,55.0423
少数派29号,55.0098
汉景港湾2号,54.9832
新方程望正精英鹏辉,54.9462
实力稳进,54.9029
高毅利伟精选唯实,54.8297
同犇1期,54.8065
长牛分析1号,54.7809
源乐晟4期,54.7771
达理1号,54.6943
金广鑫1号,54.689
少数派105号,54.4
证研宝,54.334
咏春2号,54.2011
源乐晟3期(富锦21号),54.161
少数派24号,54.0285
智诚7期,53.9284
湘军彭大帅4号,53.8659
广发银来汉景港湾1号,53.8462
源乐晟双诚二号,53.8174
滚雪球3号,53.7998
实力旗舰,53.5979
086号,53.4121
鹏辉1号,53.3917
087号,53.3841
051号,53.369
证研稳健一号,53.3598
锦水源一期,53.3371
天迪平稳增长2号,53.16
东方鼎泰2期,53.0522
凤翔多利,53.0357
景燊品质1期,52.9085
滚雪球一号,52.9032
滚雪球西湖2号,52.809
圆盛积极成长2号,52.8
奕金安2期,52.6485
成恩五号,52.6135
石锋资产笃行一号,52.6052
长金银信宝2期,52.4904
蓝筹1期,52.4412
同犇9期,52.386
高傅汉景港湾1号,52.3642
国泓稳健1期,52.2897
天琪沣泛黄埔三期3号,52.1
天玑财富4号,51.9523
汉和资本3期,51.9115
源乐晟12期,51.8503
天迪平稳增长3号,51.84
千合紫荆1号,51.8097
中垒一号,51.6788
私募学院菁英35号(价值套利稳健型一号),51.5778
佑蓝顺世,51.5306
汉景港湾投360一号,51.4705
源乐晟2期,51.4143
仙童1期(海南成长二期),51.3888
汇谷舒心1号,51.2387
同犇3期,51.2021
私募工场龟圣一期,50.9105
金石管理型基金,50.8961
凤翔长盈,50.876
榕树文明复兴三期,50.8411
东方港湾1期,50.7825
曦微成长2期,50.5447
湘军彭大帅5号,50.4762
滚雪球2号,50.4758
金砖悦力,50.46
融裕9号奕金安3期,50.4142
大鹏湾财富四期,50.4115
菁英290号,50.3906
中道汇承一期,50.3549
嘉恳天启1号,50.3515
上元2号,50.3346
执耳医药,50.2522
进化论稳进一号,50.206
金砖资本7号,50.2
乐晟股票精选,50.1194
东方医疗平衡1期,50.0878
紫荆怒放,50.0846
滚雪球西湖1号,50
红奶酪,49.7537
源乐晟7期,49.6599
榕树陈氏,49.5554
河床创新成长,49.4824
少数派101号,49.4251
长金2号,49.4211
守正笃行一期,49.3692
证研3号,49.2856
凯顺2012,49.2847
龙赢增值1期,49.2424
天弓2号,49.2086
少数派19号,49.187
新智达成长一号,49.1608
财富(绿宝石)二期,49.1199
证大久盈稳健5号,49.1036
汉和1期,49.0707
璟恒一期,49.0652
源乐晟6期,49.0195
石锋资产厚积一号,49.0163
私募工场沐海,49.0043
望正精英永欢一号,48.9104
汉和恒聚,48.8735
相生五号,48.6111
林园,48.504
晟世2号,48.4888
丰岭远航母基金,48.4247
汉和2期,48.3994
源乐晟5期,48.3929
汉和恒聚2期,48.0636
同犇8期,47.7612
朴信3号,47.7181
太极1号基金,47.6281
聚发(11)混沌1号,47.5837
宝赢1号基金,47.5758
神农老院子基金,47.551
私募工场静远轩,47.5482
厚德致远价值(一期),47.3218
丰岭精选,47.3202
汉和5期,47.3
榕树澄源,47.2819
鹏石硕1号,47.1658
私募工场肥尾价值一号,47.1186
金辇圆盛积极成长,46.906
相聚上善一期,46.8795
招商汇智之凤翔1号,46.8535
少数派17号,46.8476
炜博领航,46.8141
涌津涌赢3号,46.7882
望正精英永欢1号,46.7439
和赢核心1期,46.7194
