产品简称,当年收益%
泽元互润成长1期,1.92
卓晔2号,1.92
道合2号,1.91
泛涵正元,1.84
海洋之星90号第五期,1.8
和聚信赢母基金,1.8
凯石合星灵活配置1号,1.78
侨瑞壹号,1.76
通和进取1号,1.75
银垒成长1号,1.7
德高1号,1.69
融泰汇通优术2号,1.69
珠池量化稳健投资母基..,1.69
西藏同信同心吉祥高息..,1.65
齐鲁天王星,1.65
正前方量道投资量化对..,1.63
壹财富量化1号,1.62
弘安价值优选1号,1.61
价值精选8号,1.61
长城量化优选8号,1.61
志开信享1期,1.6
信复创值3号,1.57
橡谷成长一号,1.57
格上稳盈量化对冲1号,1.51
格上稳盈量化对冲2号,1.5
金新东方红3号,1.5
鑫然盛世2号,1.5
通金华融2号,1.5
锦和1号,1.5
珠池量化稳健投资母基..,1.49
盈源12号,1.48
祥和1号,1.47
牛丰子午线一期,1.45
世富壹玖创新,1.42
私募学院菁英55号,1.4
财富广金恒富5号,1.4
工银量化恒盛精选A类2..,1.4
南岳八号,1.4
大麓投资1期,1.39
聚盈1号,1.36
胜达成长3期,1.35
润沣新方程式壹号,1.35
证大金马量化1号,1.34
中经乾禾,1.32
犇牛2期,1.26
映雪经远6号,1.24
嘉富暖流稳健1号,1.23
易同精选五期,1.22
楠溪二期,1.21
涛峰银帆,1.2
晟泰1号,1.2
安天诚丰盈2号,1.19
长江资管量化对冲1号,1.18
达仁卓越6号,1.16
银帆5期,1.16
感恩在线成长,1.15
纵贯成长1号,1.14
林园3期,1.12
银河稳汇10号,1.11
银河稳汇9号,1.11
青骓西格玛套利一期,1.11
聚安平台,1.1
弗睿得1号,1.09
知钱神州1号,1.09
中环港沪深对冲基金,1.05
长河畅达稳健1号,1.05
合赢2期,1.04
融智新锐10期(泽泉投资),1.03
汇信_稳盈1号,1.03
国泰君安君享对冲一号,1.02
时鸣7号,1.02
太阳帆投资基金,1.01
汇信华安1号,1.01
永禧优选1号,1
申毅多策略量化套利3号,0.95
信复创值2号,0.95
恒德资本多策略MOM基..,0.93
太平洋红珊瑚2号,0.93
赤子之心成长,0.92
知本合丰8号,0.91
股票优选9号,0.9
金星1期,0.9
虎歌增利一号,0.9
拙进厚诚敏1号(2期),0.9
浦信恒利资产管理1号,0.9
赤子之心招商单一信托,0.89
阿尔法量化对冲六阳贞..,0.87
宽投量化一号,0.86
探骊,0.86
颢瀚稳健一期,0.85
中信专享赤子之心成长..,0.85
中信专享赤子之心成长..,0.85
中信专享赤子之心成长..,0.85
中信专享赤子之心成长..,0.85
中信专享赤子之心成长..,0.85
中信专享赤子之心成长..,0.84
中信专享赤子之心成长..,0.84
资本运作1期,0.84
中信专享赤子之心成长..,0.84
达仁通宝7期,0.82
臻禾稳健成长一期,0.81
睿盈2号,0.8
慧鑫泉价值成长一号,0.8
厚品资产复利一号,0.79
牛行一号,0.78
道谊量化增强1期,0.77
宽智量化对冲5号,0.74
智博方略快乐人生1号,0.73
知本恒丰2号,0.71
惠嘉稳健成长,0.7
天信万霁1期,0.7
比高威廉,0.7
犇牛1期,0.7
旗隆医药对冲基金一期,0.69
银驰资本2015005,0.69
国泰君安君享对冲二号,0.66
国宏东升1号,0.66
稳健3号,0.65
对冲精英之民森1期A,0.63
银河稳汇7号,0.62
银河稳汇6号,0.62
银河稳汇5号,0.62
银河稳汇4号,0.62
银河稳汇3号,0.62
银河稳汇2号,0.62
银河稳汇8号,0.61
银河稳汇1号,0.61
国信红岭量化,0.61
敬勤三期,0.6
纯熙1号,0.6
巨杉2号,0.6
久银金沙28号,0.6
镕畿1号,0.6
伏明转型成长一期,0.6
德尔塔2号,0.6
源沣长征,0.6
金柏1期,0.6
银帆6期,0.6
泽泉盛辉,0.6
申毅量化套利种子4号,0.6
若愚量化动态对冲1期,0.59
对冲优选2期1号,0.59
海洋之星99号,0.59
汇创启航1号,0.59
巨鹿1期,0.58
点睛1期,0.57
安天诚五号,0.55
上善神州牧1号,0.54
众劦才华三号,0.54
丰利中经乾宁策略轮动..,0.5
弘哲亿信言起4号,0.5
尊岳进取3号,0.5
比高富赢,0.5
千竹一号,0.5
天易高华,0.5
量化对冲吸利2号,0.48
富汇杉利1号,0.45
永兴量化对冲10号,0.41
和谐并购安居基金,0.41
凯石益正卓越,0.39
乾图价值趋势1号,0.39
英大安之衡19号,0.39
金狮151号,0.38
新华汇嘉至尊成长,0.37
泓信安盈七期,0.35
金太阳高毅国鹭1号崇远,0.34
聚力1号,0.34
松柏3号,0.33
红宝石(上信-E-1306),0.31
摩旗多因子阿尔法量化..,0.3
道谊泽时一号,0.3
国信天图资本股权投资,0.3
慧金天成1期,0.3
盈峰稳健量化对冲基金,0.3
连民一号,0.3
辉御春石新兴产业1期,0.3
禾永阳光回报一期,0.3
合正盈动股票3号,0.3
森淼优选2号,0.3
八零后一期,0.3
品御10号,0.29
泉上圣斗士,0.29
兴福TOP量化优选30,0.29
港融通8号-第05期,0.29
中金对冲1号,0.29
福民财富1号,0.28
中信证券宏明量化多策..,0.28
春风,0.27
双隆鼎实5号三期,0.27
万盟同强1号,0.27
量化2号,0.27
思悦1号,0.24
第一创业瑞年05号,0.23
浦江之星103号二期,0.23
贝富盛一期,0.21
风格汇鑫2号,0.21
金海4号,0.21
澎泰安全边际一期,0.2
弘哲亿信言起3号,0.2
海燕全天候回报3期基金,0.19
金狮154号,0.18
红投1号,0.17
锐集一号,0.16
新时代量化对冲6号,0.16
林园2期,0.15
和熙10号,0.15
渤海汇富量化宝3号,0.15
量化3号,0.12
银河稳汇11号,0.12
华腾六号,0.11
南丁格尔言起1号,0.1
中金对冲39号,0.1
融珲30号,0.1
曜灵3号,0.1
马拉松全球,0.1
曜灵4号,0.1
稳健成长1号,0.1
瓜牛的梦想证券投资基金,0.09
筑金增强,0.08
九鞅量化一号,0.08
钜融量化,0.08
长江超越理财量化6号,0.08
融晨03号,0.06
沄沣精选壹号,0.06
象学二期,0.05
和正成长量化8号,0.05
摩通成长2号,0.05
泉桥量化十三号,0.03
宏源证券鑫源01号,0.03
培蓝壹号,0.03
宁聚量化稳增2号,0.02
丰岭稳健成长3期,0.01
新风口价值优选2号,0.01
信德医疗,0
天生桥A股投资基金二期,0
中金蓝海财纳易证券投..,0
得一优选成长1号,0
兆泽利丰4期,0
海通宝石1号,0
象学一期,0
泽泉神州牧15号,0
三一资本明珠1号,0
福纳1号,0
盈阳涌鑫三号,0
澎泰安全边际二期,0
和聚兴享2期,0
财富骐骥定增31号,0
天信天宝1期,0
蓝海二号,0
蓝海七号,0
蓝海汇智,0
九投1号,0
来兴1号,0
蔚蓝1号,0
民享紫晶稳健3号,0
民享紫晶趋势1号,0
民享紫晶趋势2号,0
明远智诚鑫泰,0
乾元策略一号,0
大隐价值二号,0
稳盈2号,0
久安稳进4号,0
安盈前海浑元1期,0
唯君金江一号,0
翼丰302号,0
翼丰301号,0
海创证券,0
嘉得趋势策略二号,0
和聚平台添艺1号,0
展博新蓝筹一号,0
璞玉1期,0
护航6号,0
龙旗巨星一号,0
鼎利1号,0
盛冠达增强指数,0
大朴多维度3号,0
嘉实资本和聚2号,0
源牛智富1号,0
中九投资,0
明远展博,0
明远菁英集合资金信托..,0
麒涵3号,0
巨禄鸣石稳健17号,0
泰通瑞泽一号,0
永禧永华,0
明远合正,0
轩玖量化对冲策略,0
牛行二号,0
明远1号,0
明远天井稳健,0
明远启航1号,0
明远万吨资产深海鲸6号,0
明远万博风格对冲,0
久安稳进3号,0
小禹2期,0
博腾价值趋势1号,0
丰岭稳健成长9期,0
果实丰岭1号,0
信葵成长精英私募,0
永禧永兴,0
荣辉5号,0
明远博道精选16期,0
明远朱雀,0
志开一期,0
荣享私募投资基金,0
沣沛国都稳健,0
正丰阳2号,0
祥云2号,0
彼林乃尔主题精选3期,0
宽投新月量化,0
承辉宏财富尊享六号,0
丰岭稳健成长8期,0
明泰宏盈1号,0
荣道财富高分红1号,0
拓商1号,0
海通拓商一号,0
国泰君安君享同利二号..,0
中子星九尾B期,0
鼎萨量化1号,0
新上正通达壹号,0
金犇澄海1号,0
深沃1号,0
远澜雪松,0
汇富联合一期,0
和聚现金管理平台,0
平安道远STAR15号,0
冠丰糖糖1号,0
宽远价值成长五期,0
量道塞帕思费马1号,0
玄元定增7号,0
华软新动力优势十期,0
招财进宝1号,0
润盈1号,0
晟维成长,0
龙腾天汇基金,0
永望复利成长8号,0
点睛4期,0
点睛5期,0
点睛3期,0
点睛2期,0
今港优选,0
雷钧资产求是1期,0
点睛6期,0
正德鑫盛一号,0
高毅晓峰明远,0
金枕头三期,0
千灯恒力1号,0
恒宇天泽长江九号,0
一德天钺双鱼,0
展博10期1号,0
中国梦4期,0
跃达1号,0
运达1号,0
汇达投资量化对冲1号,0
至信132号财富3期,0
重阳稳健成长,0
宽鼎多策略对冲3号,0
元鑫普照文化投资基金..,0
点睛7号,0
宏禾丰乐3号,0
向阳花1期,0
旱资舟对冲7期,0
汇鑫89号,-0.01
荣辉6号,-0.02
中睿合银策略1号,-0.02
慧智投资60号,-0.03
牟合天元1号,-0.05
投资精英之清和泉,-0.05
慧网量化超越1号,-0.05
鼎宝卓越2期,-0.06
宝蓁二号,-0.06
丰岭稳健成长6期,-0.09
勤晟泓熹价值,-0.1
东达华东进取一期,-0.1
未然1期,-0.1
小鳄3号,-0.1
英蓝价值动量3号,-0.1
弘济外延增长,-0.1
百洋资产鼎瞻盛世1号,-0.1
中域稳健涵和1期,-0.11
康成亨量化对冲2号,-0.11
聚利3期,-0.12
中金对冲801号,-0.12
福建滚雪球8号,-0.12
淘利策略指数轮动3号..,-0.13
新价值3期,-0.14
鸿逸楚天一号,-0.15
菩提成长9号,-0.15
胜达成长4期,-0.17
聚丰荣华,-0.17
水木6号,-0.17
阿巴马对冲1号,-0.17
英飞投资1号,-0.18
和聚安和成长1号,-0.18
凯石益正卓越1号,-0.19
东方榕富价值精选,-0.19
国泰君安君享新利七号,-0.19
华英绝对回报A,-0.2
金辇精选1号,-0.2
凯石复元成长2号,-0.2
翼丰恒昌202号,-0.2
掘金1号,-0.2
磐山量化1期,-0.2
高溪多空趋势2号,-0.2
摩旗多因子阿尔法量化..,-0.21
众合机电1号,-0.22
诺亚高毅国鹭1号尚远2..,-0.22
诺亚高毅国鹭1号尚远1..,-0.23
诺亚高毅国鹭1号尚远1..,-0.23
诺亚高毅国鹭1号尚远1..,-0.23
诺亚高毅国鹭1号尚远1..,-0.23
万丰友方避险增值1期,-0.23
和熙成长型3号,-0.24
共盈凯石喜洋洋,-0.24
金摇篮-信盈债券投资,-0.25
龙江红1期,-0.25
京福1号,-0.26
深乾凌凌九进取,-0.27
汇盈29号,-0.28
景泰富尊一期,-0.29
刘东声刘子赢家1号,-0.3
宜利雅柏五号,-0.3
禄象鸿泰2号,-0.3
私募学院菁英117号,-0.3
赛亚明星基金,-0.3
牟合量化1期,-0.31
私募学院菁英99号,-0.31
稳健流动性管理,-0.33
以太量化1号基金,-0.34
纯熙精选1期,-0.35
懿和五期(长安投资373..,-0.35
光大兴富进取3期第1期,-0.36
中风投一号,-0.37
新思哲1期,-0.37
港融通9号,-0.38
五矿鑫扬智选一号,-0.39
成源一期,-0.4
民享紫晶稳健2号,-0.4
博豪成长一号,-0.4
金楠聚富1期,-0.41
国元量化对冲一号,-0.43
嘉怡量化,-0.43
同瑞汇金1期,-0.43
筑金1号,-0.46
坤元TOT,-0.46
华安量成量化对冲1号,-0.48
财智生活启航一期,-0.48
平安阖鼎中睿合银策略..,-0.49
和谐并购基金8号,-0.49
创盈6号,-0.5
万盟盛世1号,-0.5
一二资本二期,-0.5
知本合丰1号,-0.5
颢瀚稳健三期,-0.51
易同领先,-0.52
明汯稳健增长1期,-0.55
金牛价值投资4号,-0.56
摩旗多因子阿尔法量化..,-0.56
艺蓝一期,-0.58
菩提成长1号,-0.59
好菜鸟热点轮动量化对..,-0.59
佳泰得量化价值1号,-0.6
巨杉海外视野1A号,-0.6
平安阖鼎臻选之万杉,-0.6
淘利策略指数轮动1号,-0.6
清水源9号基金,-0.6
投资精英之博道,-0.61
投资精英之博道,-0.61
投资精英之博道A,-0.61
宽奇宽和2号,-0.61
投资精英之博道C,-0.62
时鸣2号,-0.63
灿熙1号,-0.63
发现2号,-0.63
龙成1号,-0.64
千合紫荆1号,-0.64
万丰友方稳健成长1期,-0.64
道睿择2期,-0.65
广州鲲鹏新兴行业精选..,-0.65
华洲五号,-0.65
或然赋利1期,-0.66
中联投资明星1期,-0.68
大唐财富唐韵,-0.69
德邦慧选1号,-0.69
天倚道樟鄂1号,-0.69
兆信1期,-0.69
乾阳时势基金,-0.7
凯兴博远3号,-0.7
康元一期,-0.7
鑫安泽雨2期,-0.7
翼丰101号,-0.7
淼津稳进1号,-0.7
民享紫晶稳健1号,-0.7
鸿逸中云一号,-0.72
金域量化9期,-0.72
新方程盈峰量化对冲基金,-0.72
雷天海泰1号,-0.76
建泓盈富二号,-0.8
证大精选,-0.8
巨杉二次方1号,-0.8
长河畅达成长1号,-0.8
钜和共赢1号,-0.81
齐熙社会回报,-0.83
若愚量化配置1期,-0.83
睿源1号,-0.85
鼎实量化FOF一期,-0.85
勤远1号,-0.86
九悦尊享,-0.86
恒天真鑫赢嘉一号,-0.87
锐进51期拾贝,-0.87
德骏核心1号,-0.89
温瑞福菁英,-0.89
摩旗多因子量化1号,-0.9
万丰友方贯富添利3期A,-0.9
创世2号,-0.9
富众稳健增长,-0.9
鼎润1期,-0.9
长城创蓝筹1号,-0.91
财富8号,-0.92
西藏同信同心吉祥中睿..,-0.93
工银量化恒盛精选,-0.93
炜博领航,-0.93
高溪多空趋势,-0.94
聚米1期,-0.95
国金慧泉精选对冲20号,-0.96
中山宝睿精选,-0.97
若愚量化动态对冲3期,-0.98
东源嘉盈七期,-0.98
西南证券益乾2号,-0.98
天马多空策略投资基金,-0.98
万丰友方贯升2号,-0.99
摩旗多因子量化2号资..,-1
金辇1号,-1
金辇投资添财壹号,-1
长河畅达稳健2号,-1
大虎A股1号,-1.01
融惠优选3期-3号投资..,-1.03
倍霖山如意一号,-1.04
名禹6期,-1.04
万丰友方避险增值2期,-1.04
笃道1期,-1.04
国泰君安君享新利一号,-1.05
富果同享1号,-1.06
银帆2期,-1.08
赤子之心价值,-1.09
招商汇智之赤子之心1期,-1.1
道谊稳进,-1.1
鹏华资产赤子之心价值..,-1.11
锦润投资1期,-1.12
启态易方量化一期,-1.13
招商汇智之天马领航,-1.13
西藏隆源对冲1号,-1.13
麟佼开元多策略混合型..,-1.14
十万起家投资基金1号,-1.14
海燕全天候回报2期基金,-1.14
万丰友方稳健成长2期,-1.14
泽泉福虹财富,-1.15
若愚量化中小盘配置1期,-1.15
易同精选三期,-1.17
贝富盛第二期,-1.17
道亨对冲1号,-1.18
中国价值,-1.19
淳麟2号,-1.2
颐盛精进01号,-1.2
颐盛精进1号,-1.2
正格1号,-1.21
瑞业兆富一号,-1.23
华源兴业稳盈1号,-1.23
龙江红3期,-1.23
厚恩恒山基金,-1.24
归富长乐1号,-1.25
福建滚雪球32号,-1.26
龙腾汇金1号,-1.26
天倚道天道3号稳定成长,-1.26
金典新繁荣一号,-1.28
财富广誉远安宫清心,-1.29
银帆8期,-1.3
华辉价值星八号,-1.3
圣则汇1号,-1.3
万丰友方稳健成长3期,-1.32
安盈仁睿-成长1号,-1.35
工银量化恒盛精选D类2..,-1.35
赛亚成长1号,-1.35
金牡丹道谊稳健,-1.36
幸福1号,-1.37
中融财富福禧1号,-1.39
求阙精选一号,-1.4
宏禾丰乐2号,-1.4
元邦七号环保指数,-1.4
昆仑二十九号,-1.4
知几投资灵活配置3期,-1.42
全天候私募菁英组合1号,-1.43
创海富信5号,-1.43
榆柳一号,-1.44
华炎晨星,-1.44
东方鼎泰1期,-1.45
富众主题轮动,-1.47
华尔进取2号,-1.47
菁英时代优选5号,-1.48
论德2期,-1.49
华骏海石2号,-1.5
永禧永盛,-1.5
品诚1号(品御11号),-1.51
尚泽进取1号,-1.51
鑫安6期,-1.51
元达信财富尊享1期,-1.52
牛顿多元化1号,-1.52
映雪百丈冰1号,-1.52
博复达2号,-1.53
长江资管民生和惠1号,-1.53
励石2号,-1.55
宝丰源3期,-1.56
东达趋势投资一期,-1.6
圆桌1号,-1.6
厚诚敏创易融6号,-1.6
致远一号,-1.61
颢瀚稳健二期,-1.61
招商汇智之金百镕,-1.62
沱水二号,-1.63
雷根5号,-1.65
励远1期,-1.66
摩通成长1号,-1.66
银帆3期,-1.68
中金对冲6号,-1.68
汇利丰2号,-1.7
中金对冲3号,-1.72
三略价值成长,-1.73
永隆量化趋势,-1.73
滚雪球赢智一号,-1.74
歌斐诺宝精英组合管理..,-1.75
恒天紫鑫母基金,-1.77
安民2号,-1.78
聚沣1期,-1.79
峪源量化多策略资产,-1.8
龙郡成长1期,-1.8
君鼎兴富满天星1号,-1.8
鲁证双隆量化6号,-1.8
天勤3号,-1.8
系数增强,-1.81
景林创新成长,-1.83
海神一号,-1.83
盈峰量化1号,-1.83
平安阖鼎对冲优选系数..,-1.84
平安阖鼎对冲优选系数..,-1.84
福建滚雪球31号,-1.84
福建滚雪球33号,-1.84
乐得鹭岛1号,-1.84
平安阖鼎对冲优选系数..,-1.85
平安阖鼎对冲优选系数..,-1.85
翼虎成长11号,-1.85
锃亮一期,-1.85
融鑫5号,-1.88
量化对冲吸利1号,-1.89
摩旗多因子量化3号,-1.9
华觉伟晟山南对冲2号,-1.9
九派庐雍优势产业并购..,-1.9
新富量化稳盈10号,-1.9
隐上1号,-1.92
少数派求是1号,-1.93
中金对冲5号,-1.93
毅和明黄金2号,-1.93
金马君盛1号,-1.94
神州牧1号,-1.96
浙江文熙明曜套利1号,-1.96
通金趋势6号,-1.97
冰剑7号,-1.98
金富量化策略3号,-1.98
中金对冲10号,-1.99
富果同享2号,-2
智多星2号,-2
近山量化定增套利一期,-2.01
东方点石1号,-2.02
明河价值一期,-2.02
瀚信财富1号,-2.04
中金对冲9号,-2.04
红石11号,-2.05
光大兴富进取5期第1期,-2.06
归富成长复兴二号,-2.07
金百镕1期,-2.08
焕然1号,-2.08
三略稳健增值,-2.08
乾元泰和12号,-2.1
鑫安泽雨5期,-2.1
中鼎创富鼎创进取,-2.1
金百临量化对冲1号,-2.11
昊润1期,-2.11
山西对冲精选1号,-2.13
霸王龙2号,-2.13
理成风景7号,-2.13
涵德量化稳健主基金,-2.15
中国梦1期,-2.16
